loc,ts,tempC,humidity,pressure,windGustKmph
Andhra Pradesh,2018-09-28 15:00:00,29,74,1009,21
Andhra Pradesh,2018-09-28 18:00:00,28,74,1010,9
Andhra Pradesh,2018-09-28 21:00:00,28,74,1011,9
Andhra Pradesh,2018-09-29 00:00:00,27,77,1010,8
Andhra Pradesh,2018-09-29 03:00:00,27,79,1010,5
Andhra Pradesh,2018-09-29 06:00:00,28,71,1011,3
Andhra Pradesh,2018-09-29 09:00:00,31,62,1010,11
Andhra Pradesh,2018-09-29 12:00:00,31,63,1009,19
Andhra Pradesh,2018-09-29 15:00:00,29,74,1009,21
Andhra Pradesh,2018-09-29 18:00:00,28,74,1010,7
Andhra Pradesh,2018-09-29 21:00:00,29,75,1010,6
Andhra Pradesh,2018-09-30 00:00:00,27,77,1009,6
Andhra Pradesh,2018-09-30 03:00:00,27,79,1010,6
Andhra Pradesh,2018-09-30 06:00:00,28,72,1011,5
Andhra Pradesh,2018-09-30 09:00:00,32,61,1010,12
Andhra Pradesh,2018-09-30 12:00:00,32,64,1008,22
Andhra Pradesh,2018-09-30 15:00:00,29,75,1008,19
Andhra Pradesh,2018-09-30 18:00:00,28,74,1010,5
Andhra Pradesh,2018-09-30 21:00:00,28,75,1010,5
Andhra Pradesh,2018-10-01 00:00:00,27,76,1010,3
Andhra Pradesh,2018-10-01 03:00:00,27,78,1010,8
Andhra Pradesh,2018-10-01 06:00:00,28,70,1011,8
Andhra Pradesh,2018-10-01 09:00:00,32,62,1010,8
Andhra Pradesh,2018-10-01 12:00:00,31,64,1009,21
Andhra Pradesh,2018-10-01 15:00:00,29,73,1009,22
Andhra Pradesh,2018-10-01 18:00:00,30,73,1011,5
Andhra Pradesh,2018-10-01 21:00:00,28,75,1011,3
Andhra Pradesh,2018-10-02 00:00:00,27,78,1011,5
Andhra Pradesh,2018-10-02 03:00:00,26,80,1011,7
Andhra Pradesh,2018-10-02 06:00:00,28,72,1012,5
Andhra Pradesh,2018-10-02 09:00:00,31,60,1011,5
Andhra Pradesh,2018-10-02 12:00:00,31,62,1010,20
Andhra Pradesh,2018-10-02 15:00:00,29,73,1010,17
Andhra Pradesh,2018-10-02 18:00:00,29,74,1011,13
Andhra Pradesh,2018-10-02 21:00:00,29,76,1012,11
Andhra Pradesh,2018-10-03 00:00:00,27,78,1011,10
Andhra Pradesh,2018-10-03 03:00:00,26,80,1011,8
Andhra Pradesh,2018-10-03 06:00:00,28,71,1012,7
Andhra Pradesh,2018-10-03 09:00:00,31,61,1011,9
Andhra Pradesh,2018-10-03 12:00:00,31,64,1009,23
Andhra Pradesh,2018-10-03 15:00:00,29,74,1009,21
Andhra Pradesh,2018-10-03 18:00:00,29,74,1011,13
Andhra Pradesh,2018-10-03 21:00:00,29,76,1012,7
Andhra Pradesh,2018-10-04 00:00:00,27,79,1011,8
Andhra Pradesh,2018-10-04 03:00:00,26,81,1011,12
Andhra Pradesh,2018-10-04 06:00:00,27,68,1012,12
Andhra Pradesh,2018-10-04 09:00:00,31,57,1011,14
Andhra Pradesh,2018-10-04 12:00:00,31,54,1010,19
Andhra Pradesh,2018-10-04 15:00:00,29,66,1010,18
Andhra Pradesh,2018-10-04 18:00:00,28,67,1011,13
Andhra Pradesh,2018-10-04 21:00:00,27,68,1012,4
Andhra Pradesh,2018-10-05 00:00:00,26,69,1011,9
Andhra Pradesh,2018-10-05 03:00:00,25,71,1011,11
Andhra Pradesh,2018-10-05 06:00:00,27,64,1013,13
Andhra Pradesh,2018-10-05 09:00:00,31,56,1012,14
Andhra Pradesh,2018-10-05 12:00:00,31,55,1010,18
Andhra Pradesh,2018-10-05 15:00:00,29,67,1010,20
Andhra Pradesh,2018-10-05 18:00:00,29,68,1011,12
Andhra Pradesh,2018-10-05 21:00:00,29,69,1011,7
Andhra Pradesh,2018-10-06 00:00:00,26,68,1010,7
Andhra Pradesh,2018-10-06 03:00:00,26,69,1011,9
Andhra Pradesh,2018-10-06 06:00:00,27,63,1012,9
Andhra Pradesh,2018-10-06 09:00:00,32,54,1012,13
Andhra Pradesh,2018-10-06 12:00:00,32,56,1010,19
Andhra Pradesh,2018-10-06 15:00:00,30,69,1009,19
Andhra Pradesh,2018-10-06 18:00:00,29,72,1011,19
Andhra Pradesh,2018-10-06 21:00:00,29,73,1011,9
Andhra Pradesh,2018-10-07 00:00:00,27,74,1010,12
Andhra Pradesh,2018-10-07 03:00:00,27,76,1011,14
Andhra Pradesh,2018-10-07 06:00:00,27,69,1012,16
Andhra Pradesh,2018-10-07 09:00:00,31,61,1010,23
Andhra Pradesh,2018-10-07 12:00:00,32,60,1009,28
Andhra Pradesh,2018-10-07 15:00:00,29,71,1009,27
Andhra Pradesh,2018-10-07 18:00:00,29,72,1010,23
Andhra Pradesh,2018-10-07 21:00:00,28,73,1011,10
Andhra Pradesh,2018-10-08 00:00:00,27,74,1010,14
Andhra Pradesh,2018-10-08 03:00:00,26,75,1010,18
Andhra Pradesh,2018-10-08 06:00:00,27,63,1010,19
Andhra Pradesh,2018-10-08 09:00:00,32,53,1009,23
Andhra Pradesh,2018-10-08 12:00:00,32,53,1007,26
Andhra Pradesh,2018-10-08 15:00:00,31,67,1008,32
Andhra Pradesh,2018-10-08 18:00:00,29,68,1009,26
Andhra Pradesh,2018-10-08 21:00:00,28,68,1009,21
Uttar Pradesh,2018-09-12 00:00:00,27,85,1005,16
Uttar Pradesh,2018-09-12 03:00:00,26,87,1004,15
Uttar Pradesh,2018-09-12 06:00:00,27,80,1005,20
Uttar Pradesh,2018-09-12 09:00:00,29,63,1005,26
Uttar Pradesh,2018-09-12 12:00:00,31,49,1003,23
Uttar Pradesh,2018-09-12 15:00:00,32,60,1000,29
Uttar Pradesh,2018-09-12 18:00:00,29,70,1001,20
Uttar Pradesh,2018-09-12 21:00:00,28,74,1002,26
Uttar Pradesh,2018-09-13 00:00:00,28,80,1002,22
Uttar Pradesh,2018-09-13 03:00:00,27,83,1002,21
Uttar Pradesh,2018-09-13 06:00:00,27,71,1004,23
Uttar Pradesh,2018-09-13 09:00:00,30,59,1004,26
Uttar Pradesh,2018-09-13 12:00:00,32,53,1003,27
Uttar Pradesh,2018-09-13 15:00:00,33,61,1001,26
Uttar Pradesh,2018-09-13 18:00:00,30,67,1003,20
Uttar Pradesh,2018-09-13 21:00:00,29,73,1004,20
Uttar Pradesh,2018-09-14 00:00:00,28,79,1003,18
Uttar Pradesh,2018-09-14 03:00:00,27,82,1004,16
Uttar Pradesh,2018-09-14 06:00:00,27,69,1006,18
Uttar Pradesh,2018-09-14 09:00:00,31,52,1006,22
Uttar Pradesh,2018-09-14 12:00:00,33,47,1005,21
Uttar Pradesh,2018-09-14 15:00:00,32,58,1004,23
Uttar Pradesh,2018-09-14 18:00:00,29,66,1006,17
Uttar Pradesh,2018-09-14 21:00:00,28,70,1007,16
Uttar Pradesh,2018-09-15 00:00:00,27,72,1006,19
Uttar Pradesh,2018-09-15 03:00:00,26,76,1007,18
Uttar Pradesh,2018-09-15 06:00:00,27,67,1008,18
Uttar Pradesh,2018-09-15 09:00:00,31,51,1008,18
Uttar Pradesh,2018-09-15 12:00:00,33,43,1006,18
Uttar Pradesh,2018-09-15 15:00:00,33,53,1004,18
Uttar Pradesh,2018-09-15 18:00:00,29,60,1006,16
Uttar Pradesh,2018-09-15 21:00:00,28,62,1006,15
Uttar Pradesh,2018-09-16 00:00:00,26,67,1006,17
Uttar Pradesh,2018-09-16 03:00:00,27,71,1006,15
Uttar Pradesh,2018-09-16 06:00:00,27,62,1007,13
Uttar Pradesh,2018-09-16 09:00:00,32,45,1006,18
Uttar Pradesh,2018-09-16 12:00:00,34,39,1005,18
Uttar Pradesh,2018-09-16 15:00:00,33,49,1003,17
Uttar Pradesh,2018-09-16 18:00:00,30,52,1004,12
Uttar Pradesh,2018-09-16 21:00:00,28,55,1004,14
Uttar Pradesh,2018-09-17 00:00:00,27,60,1004,12
Uttar Pradesh,2018-09-17 03:00:00,26,65,1004,12
Uttar Pradesh,2018-09-17 06:00:00,27,60,1005,13
Uttar Pradesh,2018-09-17 09:00:00,32,44,1005,16
Uttar Pradesh,2018-09-17 12:00:00,34,38,1003,27
Uttar Pradesh,2018-09-17 15:00:00,33,50,1001,24
Uttar Pradesh,2018-09-17 18:00:00,30,56,1002,12
Uttar Pradesh,2018-09-17 21:00:00,29,60,1003,6
Uttar Pradesh,2018-09-18 00:00:00,27,63,1003,7
Uttar Pradesh,2018-09-18 03:00:00,26,64,1004,7
Uttar Pradesh,2018-09-18 06:00:00,27,55,1005,11
Uttar Pradesh,2018-09-18 09:00:00,32,41,1005,19
Uttar Pradesh,2018-09-18 12:00:00,34,37,1003,25
Uttar Pradesh,2018-09-18 15:00:00,34,48,1001,23
Uttar Pradesh,2018-09-18 18:00:00,30,52,1003,13
Uttar Pradesh,2018-09-18 21:00:00,28,56,1004,6
Uttar Pradesh,2018-09-19 00:00:00,26,59,1004,8
Uttar Pradesh,2018-09-19 03:00:00,25,61,1005,5
Uttar Pradesh,2018-09-19 06:00:00,26,54,1005,7
Uttar Pradesh,2018-09-19 09:00:00,32,38,1005,15
Uttar Pradesh,2018-09-19 12:00:00,35,33,1003,19
Uttar Pradesh,2018-09-19 15:00:00,35,44,1001,20
Uttar Pradesh,2018-09-19 18:00:00,31,45,1002,8
Uttar Pradesh,2018-09-19 21:00:00,29,48,1003,8
Uttar Pradesh,2018-09-20 00:00:00,28,53,1003,6
Uttar Pradesh,2018-09-20 03:00:00,26,57,1004,5
Uttar Pradesh,2018-09-20 06:00:00,26,54,1005,7
Uttar Pradesh,2018-09-20 09:00:00,32,42,1005,15
Uttar Pradesh,2018-09-20 12:00:00,35,35,1004,18
Uttar Pradesh,2018-09-20 15:00:00,34,49,1002,12
Uttar Pradesh,2018-09-20 18:00:00,30,64,1004,19
Uttar Pradesh,2018-09-20 21:00:00,29,76,1005,20
Uttar Pradesh,2018-09-21 00:00:00,27,82,1005,23
Uttar Pradesh,2018-09-21 03:00:00,26,85,1006,30
Uttar Pradesh,2018-09-21 06:00:00,26,85,1007,37
Uttar Pradesh,2018-09-21 09:00:00,29,67,1006,43
Uttar Pradesh,2018-09-21 12:00:00,30,67,1004,53
Uttar Pradesh,2018-09-21 15:00:00,28,79,1003,47
Uttar Pradesh,2018-09-21 18:00:00,26,84,1005,38
Uttar Pradesh,2018-09-21 21:00:00,26,85,1006,37
Uttar Pradesh,2018-09-22 00:00:00,25,86,1005,43
Uttar Pradesh,2018-09-22 03:00:00,25,88,1006,45
Uttar Pradesh,2018-09-22 06:00:00,26,84,1008,42
Uttar Pradesh,2018-09-22 09:00:00,27,80,1007,51
Uttar Pradesh,2018-09-22 12:00:00,29,67,1006,55
Uttar Pradesh,2018-09-22 15:00:00,28,78,1005,48
Uttar Pradesh,2018-09-22 18:00:00,26,82,1008,34
Uttar Pradesh,2018-09-22 21:00:00,26,85,1009,28
Uttar Pradesh,2018-09-23 00:00:00,25,85,1008,31
Uttar Pradesh,2018-09-23 03:00:00,25,87,1009,29
Uttar Pradesh,2018-09-23 06:00:00,27,78,1010,26
Uttar Pradesh,2018-09-23 09:00:00,30,64,1009,28
Uttar Pradesh,2018-09-23 12:00:00,32,56,1008,33
Uttar Pradesh,2018-09-23 15:00:00,30,66,1006,26
Uttar Pradesh,2018-09-23 18:00:00,29,73,1009,21
Uttar Pradesh,2018-09-23 21:00:00,28,78,1009,15
Uttar Pradesh,2018-09-24 00:00:00,27,80,1008,17
Uttar Pradesh,2018-09-24 03:00:00,26,86,1008,13
Uttar Pradesh,2018-09-24 06:00:00,27,71,1008,17
Uttar Pradesh,2018-09-24 09:00:00,31,56,1008,19
Uttar Pradesh,2018-09-24 12:00:00,34,51,1007,29
Uttar Pradesh,2018-09-24 15:00:00,31,64,1005,30
Uttar Pradesh,2018-09-24 18:00:00,29,74,1007,15
Uttar Pradesh,2018-09-24 21:00:00,28,76,1007,11
Uttar Pradesh,2018-09-25 00:00:00,27,80,1006,16
Uttar Pradesh,2018-09-25 03:00:00,26,84,1007,17
Uttar Pradesh,2018-09-25 06:00:00,27,73,1007,22
Uttar Pradesh,2018-09-25 09:00:00,30,58,1007,29
Uttar Pradesh,2018-09-25 12:00:00,33,51,1006,32
Uttar Pradesh,2018-09-25 15:00:00,31,61,1004,31
Uttar Pradesh,2018-09-25 18:00:00,27,70,1005,15
Uttar Pradesh,2018-09-25 21:00:00,26,74,1006,9
Uttar Pradesh,2018-09-26 00:00:00,26,76,1005,6
Uttar Pradesh,2018-09-26 03:00:00,25,81,1006,8
Uttar Pradesh,2018-09-26 06:00:00,26,72,1007,9
Uttar Pradesh,2018-09-26 09:00:00,30,59,1007,18
Uttar Pradesh,2018-09-26 12:00:00,31,52,1005,22
Uttar Pradesh,2018-09-26 15:00:00,31,61,1004,25
Uttar Pradesh,2018-09-26 18:00:00,29,64,1005,9
Uttar Pradesh,2018-09-26 21:00:00,28,68,1006,10
Uttar Pradesh,2018-09-27 00:00:00,26,71,1006,8
Uttar Pradesh,2018-09-27 03:00:00,25,74,1006,7
Uttar Pradesh,2018-09-27 06:00:00,27,65,1008,5
Uttar Pradesh,2018-09-27 09:00:00,32,48,1007,10
Uttar Pradesh,2018-09-27 12:00:00,33,40,1006,22
Uttar Pradesh,2018-09-27 15:00:00,33,49,1005,21
Uttar Pradesh,2018-09-27 18:00:00,30,55,1007,10
Uttar Pradesh,2018-09-27 21:00:00,28,61,1007,4
Uttar Pradesh,2018-09-28 00:00:00,28,65,1007,3
Uttar Pradesh,2018-09-28 03:00:00,27,68,1008,5
Uttar Pradesh,2018-09-28 06:00:00,27,61,1009,6
Uttar Pradesh,2018-09-28 09:00:00,32,45,1009,12
Uttar Pradesh,2018-09-28 12:00:00,34,37,1007,21
Uttar Pradesh,2018-09-28 15:00:00,33,48,1006,17
Uttar Pradesh,2018-09-28 18:00:00,29,52,1007,10
Uttar Pradesh,2018-09-28 21:00:00,27,60,1008,5
Uttar Pradesh,2018-09-29 00:00:00,26,63,1008,2
Uttar Pradesh,2018-09-29 03:00:00,24,64,1008,7
Uttar Pradesh,2018-09-29 06:00:00,27,54,1010,9
Uttar Pradesh,2018-09-29 09:00:00,33,32,1009,17
Uttar Pradesh,2018-09-29 12:00:00,35,24,1008,24
Uttar Pradesh,2018-09-29 15:00:00,35,37,1006,23
Uttar Pradesh,2018-09-29 18:00:00,28,37,1007,17
Uttar Pradesh,2018-09-29 21:00:00,28,39,1008,10
Uttar Pradesh,2018-09-30 00:00:00,25,44,1007,14
Uttar Pradesh,2018-09-30 03:00:00,24,49,1008,19
Uttar Pradesh,2018-09-30 06:00:00,26,45,1009,15
Uttar Pradesh,2018-09-30 09:00:00,31,35,1009,18
Uttar Pradesh,2018-09-30 12:00:00,35,32,1007,21
Uttar Pradesh,2018-09-30 15:00:00,33,43,1005,25
Uttar Pradesh,2018-09-30 18:00:00,29,46,1006,15
Uttar Pradesh,2018-09-30 21:00:00,28,50,1007,17
Uttar Pradesh,2018-10-01 00:00:00,26,59,1007,11
Uttar Pradesh,2018-10-01 03:00:00,24,61,1008,5
Uttar Pradesh,2018-10-01 06:00:00,25,51,1009,8
Uttar Pradesh,2018-10-01 09:00:00,32,37,1009,15
Uttar Pradesh,2018-10-01 12:00:00,35,32,1007,21
Uttar Pradesh,2018-10-01 15:00:00,35,44,1006,21
Uttar Pradesh,2018-10-01 18:00:00,30,46,1007,12
Uttar Pradesh,2018-10-01 21:00:00,27,52,1007,7
Uttar Pradesh,2018-10-02 00:00:00,25,54,1008,3
Uttar Pradesh,2018-10-02 03:00:00,24,57,1009,4
Uttar Pradesh,2018-10-02 06:00:00,25,51,1010,7
Uttar Pradesh,2018-10-02 09:00:00,33,37,1009,12
Uttar Pradesh,2018-10-02 12:00:00,36,29,1007,20
Uttar Pradesh,2018-10-02 15:00:00,35,36,1006,23
Uttar Pradesh,2018-10-02 18:00:00,31,40,1007,14
Uttar Pradesh,2018-10-02 21:00:00,27,45,1007,5
Uttar Pradesh,2018-10-03 00:00:00,26,51,1007,7
Uttar Pradesh,2018-10-03 03:00:00,24,53,1008,7
Uttar Pradesh,2018-10-03 06:00:00,27,46,1009,12
Uttar Pradesh,2018-10-03 09:00:00,33,33,1009,18
Uttar Pradesh,2018-10-03 12:00:00,37,26,1007,25
Uttar Pradesh,2018-10-03 15:00:00,34,37,1006,22
Uttar Pradesh,2018-10-03 18:00:00,31,39,1007,8
Uttar Pradesh,2018-10-03 21:00:00,29,40,1008,10
Uttar Pradesh,2018-10-04 00:00:00,26,47,1008,8
Uttar Pradesh,2018-10-04 03:00:00,25,53,1009,6
Uttar Pradesh,2018-10-04 06:00:00,27,49,1010,4
Uttar Pradesh,2018-10-04 09:00:00,33,37,1010,11
Uttar Pradesh,2018-10-04 12:00:00,36,34,1008,20
Uttar Pradesh,2018-10-04 15:00:00,35,42,1007,28
Uttar Pradesh,2018-10-04 18:00:00,32,47,1008,10
Uttar Pradesh,2018-10-04 21:00:00,29,48,1009,4
Uttar Pradesh,2018-10-05 00:00:00,26,52,1009,4
Uttar Pradesh,2018-10-05 03:00:00,25,55,1010,5
Uttar Pradesh,2018-10-05 06:00:00,26,44,1012,3
Uttar Pradesh,2018-10-05 09:00:00,33,33,1011,13
Uttar Pradesh,2018-10-05 12:00:00,36,29,1010,17
Uttar Pradesh,2018-10-05 15:00:00,34,39,1008,21
Uttar Pradesh,2018-10-05 18:00:00,32,46,1009,5
Uttar Pradesh,2018-10-05 21:00:00,28,50,1009,4
Uttar Pradesh,2018-10-06 00:00:00,26,54,1009,5
Uttar Pradesh,2018-10-06 03:00:00,25,58,1009,2
Uttar Pradesh,2018-10-06 06:00:00,27,52,1011,4
Uttar Pradesh,2018-10-06 09:00:00,33,37,1011,15
Uttar Pradesh,2018-10-06 12:00:00,37,26,1009,28
Uttar Pradesh,2018-10-06 15:00:00,34,38,1007,29
Uttar Pradesh,2018-10-06 18:00:00,31,44,1008,22
Uttar Pradesh,2018-10-06 21:00:00,28,47,1009,8
Uttar Pradesh,2018-10-07 00:00:00,26,52,1009,9
Uttar Pradesh,2018-10-07 03:00:00,24,57,1010,3
Uttar Pradesh,2018-10-07 06:00:00,26,48,1011,1
Uttar Pradesh,2018-10-07 09:00:00,33,33,1011,12
Uttar Pradesh,2018-10-07 12:00:00,36,24,1008,25
Uttar Pradesh,2018-10-07 15:00:00,34,35,1007,24
Uttar Pradesh,2018-10-07 18:00:00,30,42,1007,13
Uttar Pradesh,2018-10-07 21:00:00,27,48,1008,9
Uttar Pradesh,2018-10-08 00:00:00,25,51,1009,7
Uttar Pradesh,2018-10-08 03:00:00,24,55,1009,5
Uttar Pradesh,2018-10-08 06:00:00,25,45,1010,5
Uttar Pradesh,2018-10-08 09:00:00,32,31,1009,7
Uttar Pradesh,2018-10-08 12:00:00,36,22,1007,17
Uttar Pradesh,2018-10-08 15:00:00,36,32,1006,21
Uttar Pradesh,2018-10-08 18:00:00,32,38,1006,8
Uttar Pradesh,2018-10-08 21:00:00,28,47,1007,11
Dadra and Nagar Haveli,2018-09-12 00:00:00,25,87,1012,11
Dadra and Nagar Haveli,2018-09-12 03:00:00,24,89,1011,12
Dadra and Nagar Haveli,2018-09-12 06:00:00,26,85,1012,9
Dadra and Nagar Haveli,2018-09-12 09:00:00,27,80,1012,19
Dadra and Nagar Haveli,2018-09-12 12:00:00,28,79,1010,23
Dadra and Nagar Haveli,2018-09-12 15:00:00,28,78,1009,29
Dadra and Nagar Haveli,2018-09-12 18:00:00,26,84,1010,22
Dadra and Nagar Haveli,2018-09-12 21:00:00,25,87,1010,18
Dadra and Nagar Haveli,2018-09-13 00:00:00,24,89,1009,16
Dadra and Nagar Haveli,2018-09-13 03:00:00,24,90,1009,11
Dadra and Nagar Haveli,2018-09-13 06:00:00,26,86,1010,12
Dadra and Nagar Haveli,2018-09-13 09:00:00,27,72,1010,16
Dadra and Nagar Haveli,2018-09-13 12:00:00,28,75,1009,28
Dadra and Nagar Haveli,2018-09-13 15:00:00,28,78,1008,30
Dadra and Nagar Haveli,2018-09-13 18:00:00,26,84,1009,24
Dadra and Nagar Haveli,2018-09-13 21:00:00,25,88,1010,19
Dadra and Nagar Haveli,2018-09-14 00:00:00,25,89,1008,17
Dadra and Nagar Haveli,2018-09-14 03:00:00,24,89,1008,13
Dadra and Nagar Haveli,2018-09-14 06:00:00,26,84,1010,12
Dadra and Nagar Haveli,2018-09-14 09:00:00,27,76,1010,19
Dadra and Nagar Haveli,2018-09-14 12:00:00,28,78,1009,24
Dadra and Nagar Haveli,2018-09-14 15:00:00,28,80,1009,28
Dadra and Nagar Haveli,2018-09-14 18:00:00,26,86,1010,20
Dadra and Nagar Haveli,2018-09-14 21:00:00,26,88,1011,12
Dadra and Nagar Haveli,2018-09-15 00:00:00,25,89,1010,10
Dadra and Nagar Haveli,2018-09-15 03:00:00,24,89,1011,10
Dadra and Nagar Haveli,2018-09-15 06:00:00,25,84,1012,8
Dadra and Nagar Haveli,2018-09-15 09:00:00,28,71,1012,14
Dadra and Nagar Haveli,2018-09-15 12:00:00,29,74,1010,20
Dadra and Nagar Haveli,2018-09-15 15:00:00,29,76,1009,22
Dadra and Nagar Haveli,2018-09-15 18:00:00,27,82,1010,16
Dadra and Nagar Haveli,2018-09-15 21:00:00,26,86,1011,10
Dadra and Nagar Haveli,2018-09-16 00:00:00,25,88,1010,8
Dadra and Nagar Haveli,2018-09-16 03:00:00,25,89,1010,8
Dadra and Nagar Haveli,2018-09-16 06:00:00,26,81,1011,5
Dadra and Nagar Haveli,2018-09-16 09:00:00,28,67,1010,10
Dadra and Nagar Haveli,2018-09-16 12:00:00,29,69,1009,20
Dadra and Nagar Haveli,2018-09-16 15:00:00,29,71,1008,22
Dadra and Nagar Haveli,2018-09-16 18:00:00,28,76,1009,15
Dadra and Nagar Haveli,2018-09-16 21:00:00,27,82,1009,11
Dadra and Nagar Haveli,2018-09-17 00:00:00,25,84,1009,10
Dadra and Nagar Haveli,2018-09-17 03:00:00,25,85,1009,8
Dadra and Nagar Haveli,2018-09-17 06:00:00,26,79,1010,9
Dadra and Nagar Haveli,2018-09-17 09:00:00,28,68,1009,18
Dadra and Nagar Haveli,2018-09-17 12:00:00,29,70,1008,21
Dadra and Nagar Haveli,2018-09-17 15:00:00,29,71,1007,24
Dadra and Nagar Haveli,2018-09-17 18:00:00,27,77,1009,15
Dadra and Nagar Haveli,2018-09-17 21:00:00,26,82,1009,11
Dadra and Nagar Haveli,2018-09-18 00:00:00,26,85,1009,11
Dadra and Nagar Haveli,2018-09-18 03:00:00,24,87,1009,9
Dadra and Nagar Haveli,2018-09-18 06:00:00,25,81,1010,6
Dadra and Nagar Haveli,2018-09-18 09:00:00,29,65,1010,10
Dadra and Nagar Haveli,2018-09-18 12:00:00,30,69,1008,21
Dadra and Nagar Haveli,2018-09-18 15:00:00,29,72,1007,24
Dadra and Nagar Haveli,2018-09-18 18:00:00,27,78,1009,16
Dadra and Nagar Haveli,2018-09-18 21:00:00,26,83,1010,10
Dadra and Nagar Haveli,2018-09-19 00:00:00,25,84,1009,10
Dadra and Nagar Haveli,2018-09-19 03:00:00,25,86,1010,8
Dadra and Nagar Haveli,2018-09-19 06:00:00,26,81,1011,9
Dadra and Nagar Haveli,2018-09-19 09:00:00,29,66,1010,13
Dadra and Nagar Haveli,2018-09-19 12:00:00,29,70,1008,20
Dadra and Nagar Haveli,2018-09-19 15:00:00,30,74,1007,17
Dadra and Nagar Haveli,2018-09-19 18:00:00,27,81,1008,18
Dadra and Nagar Haveli,2018-09-19 21:00:00,27,84,1008,13
Dadra and Nagar Haveli,2018-09-20 00:00:00,26,87,1008,10
Dadra and Nagar Haveli,2018-09-20 03:00:00,26,88,1007,8
Dadra and Nagar Haveli,2018-09-20 06:00:00,27,81,1008,8
Dadra and Nagar Haveli,2018-09-20 09:00:00,29,74,1008,17
Dadra and Nagar Haveli,2018-09-20 12:00:00,30,73,1006,22
Dadra and Nagar Haveli,2018-09-20 15:00:00,31,72,1005,21
Dadra and Nagar Haveli,2018-09-20 18:00:00,28,80,1006,20
Dadra and Nagar Haveli,2018-09-20 21:00:00,27,87,1006,11
Dadra and Nagar Haveli,2018-09-21 00:00:00,27,87,1005,6
Dadra and Nagar Haveli,2018-09-21 03:00:00,27,88,1005,7
Dadra and Nagar Haveli,2018-09-21 06:00:00,26,79,1007,4
Dadra and Nagar Haveli,2018-09-21 09:00:00,30,61,1006,17
Dadra and Nagar Haveli,2018-09-21 12:00:00,32,65,1005,27
Dadra and Nagar Haveli,2018-09-21 15:00:00,31,69,1003,25
Dadra and Nagar Haveli,2018-09-21 18:00:00,28,84,1005,30
Dadra and Nagar Haveli,2018-09-21 21:00:00,27,90,1005,17
Dadra and Nagar Haveli,2018-09-22 00:00:00,27,89,1005,23
Dadra and Nagar Haveli,2018-09-22 03:00:00,27,86,1005,24
Dadra and Nagar Haveli,2018-09-22 06:00:00,28,82,1006,21
Dadra and Nagar Haveli,2018-09-22 09:00:00,29,73,1007,28
Dadra and Nagar Haveli,2018-09-22 12:00:00,28,80,1006,30
Dadra and Nagar Haveli,2018-09-22 15:00:00,27,88,1006,34
Dadra and Nagar Haveli,2018-09-22 18:00:00,26,91,1007,35
Dadra and Nagar Haveli,2018-09-22 21:00:00,26,90,1009,35
Dadra and Nagar Haveli,2018-09-23 00:00:00,25,90,1009,36
Dadra and Nagar Haveli,2018-09-23 03:00:00,26,91,1009,35
Dadra and Nagar Haveli,2018-09-23 06:00:00,27,86,1011,32
Dadra and Nagar Haveli,2018-09-23 09:00:00,30,74,1011,41
Dadra and Nagar Haveli,2018-09-23 12:00:00,29,77,1010,42
Dadra and Nagar Haveli,2018-09-23 15:00:00,28,80,1009,39
Dadra and Nagar Haveli,2018-09-23 18:00:00,27,88,1011,32
Dadra and Nagar Haveli,2018-09-23 21:00:00,26,91,1012,21
Dadra and Nagar Haveli,2018-09-24 00:00:00,25,92,1011,20
Dadra and Nagar Haveli,2018-09-24 03:00:00,25,91,1011,20
Dadra and Nagar Haveli,2018-09-24 06:00:00,27,85,1012,19
Dadra and Nagar Haveli,2018-09-24 09:00:00,29,70,1012,23
Dadra and Nagar Haveli,2018-09-24 12:00:00,30,73,1011,27
Dadra and Nagar Haveli,2018-09-24 15:00:00,29,77,1010,27
Dadra and Nagar Haveli,2018-09-24 18:00:00,27,85,1011,21
Dadra and Nagar Haveli,2018-09-24 21:00:00,26,89,1012,13
Dadra and Nagar Haveli,2018-09-25 00:00:00,25,89,1011,12
Dadra and Nagar Haveli,2018-09-25 03:00:00,25,88,1011,11
Dadra and Nagar Haveli,2018-09-25 06:00:00,27,82,1013,8
Dadra and Nagar Haveli,2018-09-25 09:00:00,29,66,1012,15
Dadra and Nagar Haveli,2018-09-25 12:00:00,30,70,1011,23
Dadra and Nagar Haveli,2018-09-25 15:00:00,30,73,1009,24
Dadra and Nagar Haveli,2018-09-25 18:00:00,26,82,1010,17
Dadra and Nagar Haveli,2018-09-25 21:00:00,25,85,1011,11
Dadra and Nagar Haveli,2018-09-26 00:00:00,24,88,1010,9
Dadra and Nagar Haveli,2018-09-26 03:00:00,24,90,1010,11
Dadra and Nagar Haveli,2018-09-26 06:00:00,25,80,1011,9
Dadra and Nagar Haveli,2018-09-26 09:00:00,30,64,1011,9
Dadra and Nagar Haveli,2018-09-26 12:00:00,32,67,1009,17
Dadra and Nagar Haveli,2018-09-26 15:00:00,31,71,1008,23
Dadra and Nagar Haveli,2018-09-26 18:00:00,29,75,1009,13
Dadra and Nagar Haveli,2018-09-26 21:00:00,28,77,1010,6
Dadra and Nagar Haveli,2018-09-27 00:00:00,27,82,1009,4
Dadra and Nagar Haveli,2018-09-27 03:00:00,27,84,1009,3
