loc,ts,tempC,humidity,pressure,windGustKmph
Assam,2018-09-12 00:00:00,25,95,1007,3
Assam,2018-09-12 03:00:00,24,95,1005,10
Assam,2018-09-12 06:00:00,27,88,1007,10
Assam,2018-09-12 09:00:00,27,88,1007,18
Assam,2018-09-12 12:00:00,29,85,1005,27
Assam,2018-09-12 15:00:00,27,92,1002,8
Assam,2018-09-12 18:00:00,26,94,1005,10
Assam,2018-09-12 21:00:00,25,94,1006,10
Assam,2018-09-13 00:00:00,24,94,1005,16
Assam,2018-09-13 03:00:00,24,94,1004,16
Assam,2018-09-13 06:00:00,27,85,1005,9
Assam,2018-09-13 09:00:00,29,78,1007,25
Assam,2018-09-13 12:00:00,31,77,1005,25
Assam,2018-09-13 15:00:00,27,90,1003,22
Assam,2018-09-13 18:00:00,26,93,1005,9
Assam,2018-09-13 21:00:00,25,93,1007,16
Assam,2018-09-14 00:00:00,25,93,1008,10
Assam,2018-09-14 03:00:00,25,94,1006,4
Assam,2018-09-14 06:00:00,27,85,1007,10
Assam,2018-09-14 09:00:00,29,77,1009,18
Assam,2018-09-14 12:00:00,27,73,1008,17
Assam,2018-09-14 15:00:00,28,85,1005,13
Assam,2018-09-14 18:00:00,26,91,1007,6
Assam,2018-09-14 21:00:00,25,91,1010,8
Assam,2018-09-15 00:00:00,25,92,1010,8
Assam,2018-09-15 03:00:00,25,93,1009,9
Assam,2018-09-15 06:00:00,27,80,1010,12
Assam,2018-09-15 09:00:00,29,66,1009,14
Assam,2018-09-15 12:00:00,31,62,1007,13
Assam,2018-09-15 15:00:00,29,78,1005,11
Assam,2018-09-15 18:00:00,28,81,1007,6
Assam,2018-09-15 21:00:00,27,84,1009,4
Assam,2018-09-16 00:00:00,25,86,1008,2
Assam,2018-09-16 03:00:00,25,87,1007,4
Assam,2018-09-16 06:00:00,28,69,1009,4
Assam,2018-09-16 09:00:00,32,57,1006,12
Assam,2018-09-16 12:00:00,33,56,1004,12
Assam,2018-09-16 15:00:00,30,74,1002,11
Assam,2018-09-16 18:00:00,29,81,1004,7
Assam,2018-09-16 21:00:00,28,83,1006,8
Assam,2018-09-17 00:00:00,26,85,1006,4
Assam,2018-09-17 03:00:00,24,87,1005,5
Assam,2018-09-17 06:00:00,28,72,1006,3
Assam,2018-09-17 09:00:00,32,58,1004,8
Assam,2018-09-17 12:00:00,34,56,1002,11
Assam,2018-09-17 15:00:00,31,73,1000,8
Assam,2018-09-17 18:00:00,29,79,1002,7
Assam,2018-09-17 21:00:00,28,83,1005,6
Assam,2018-09-18 00:00:00,26,85,1005,5
Assam,2018-09-18 03:00:00,25,87,1005,6
Assam,2018-09-18 06:00:00,29,70,1005,6
Assam,2018-09-18 09:00:00,33,56,1005,9
Assam,2018-09-18 12:00:00,35,55,1003,12
Assam,2018-09-18 15:00:00,32,72,1001,11
Assam,2018-09-18 18:00:00,29,78,1003,4
Assam,2018-09-18 21:00:00,28,81,1006,6
Assam,2018-09-19 00:00:00,27,83,1006,3
Assam,2018-09-19 03:00:00,27,85,1005,8
Assam,2018-09-19 06:00:00,29,69,1007,14
Assam,2018-09-19 09:00:00,32,56,1006,21
Assam,2018-09-19 12:00:00,34,60,1004,27
Assam,2018-09-19 15:00:00,31,75,1002,21
Assam,2018-09-19 18:00:00,28,79,1005,15
Assam,2018-09-19 21:00:00,27,79,1007,10
Assam,2018-09-20 00:00:00,27,79,1007,13
Assam,2018-09-20 03:00:00,27,82,1006,14
Assam,2018-09-20 06:00:00,29,73,1008,19
Assam,2018-09-20 09:00:00,31,61,1009,21
Assam,2018-09-20 12:00:00,30,68,1007,13
Assam,2018-09-20 15:00:00,27,80,1007,17
Assam,2018-09-20 18:00:00,26,83,1009,12
Assam,2018-09-20 21:00:00,27,82,1011,3
Assam,2018-09-21 00:00:00,26,80,1010,7
Assam,2018-09-21 03:00:00,25,81,1010,4
Assam,2018-09-21 06:00:00,28,70,1012,8
Assam,2018-09-21 09:00:00,30,61,1012,19
Assam,2018-09-21 12:00:00,32,65,1010,13
Assam,2018-09-21 15:00:00,29,76,1010,12
Assam,2018-09-21 18:00:00,27,83,1012,13
Assam,2018-09-21 21:00:00,26,85,1014,11
Assam,2018-09-22 00:00:00,25,87,1014,16
Assam,2018-09-22 03:00:00,25,88,1013,17
Assam,2018-09-22 06:00:00,28,70,1014,14
Assam,2018-09-22 09:00:00,31,64,1013,24
Assam,2018-09-22 12:00:00,32,66,1012,29
Assam,2018-09-22 15:00:00,29,83,1010,26
Assam,2018-09-22 18:00:00,27,88,1011,11
Assam,2018-09-22 21:00:00,26,89,1014,10
Assam,2018-09-23 00:00:00,25,90,1013,10
Assam,2018-09-23 03:00:00,24,91,1013,6
Assam,2018-09-23 06:00:00,27,76,1014,13
Assam,2018-09-23 09:00:00,31,64,1013,24
Assam,2018-09-23 12:00:00,32,68,1011,30
Assam,2018-09-23 15:00:00,28,83,1009,24
Assam,2018-09-23 18:00:00,27,89,1010,7
Assam,2018-09-23 21:00:00,26,89,1013,7
Assam,2018-09-24 00:00:00,25,89,1011,9
Assam,2018-09-24 03:00:00,25,90,1010,9
Assam,2018-09-24 06:00:00,27,76,1011,15
Assam,2018-09-24 09:00:00,30,65,1010,22
Assam,2018-09-24 12:00:00,31,71,1009,28
Assam,2018-09-24 15:00:00,27,88,1006,23
Assam,2018-09-24 18:00:00,26,88,1008,8
Assam,2018-09-24 21:00:00,26,88,1011,11
Assam,2018-09-25 00:00:00,25,90,1010,10
Assam,2018-09-25 03:00:00,24,92,1008,8
Assam,2018-09-25 06:00:00,27,87,1009,15
Assam,2018-09-25 09:00:00,29,80,1010,30
Assam,2018-09-25 12:00:00,30,76,1008,31
Assam,2018-09-25 15:00:00,28,88,1004,23
Assam,2018-09-25 18:00:00,26,91,1007,16
Assam,2018-09-25 21:00:00,24,91,1008,9
Assam,2018-09-26 00:00:00,23,93,1007,8
Assam,2018-09-26 03:00:00,24,94,1007,8
Assam,2018-09-26 06:00:00,27,84,1009,21
Assam,2018-09-26 09:00:00,29,74,1009,28
Assam,2018-09-26 12:00:00,29,72,1008,33
Assam,2018-09-26 15:00:00,28,85,1006,24
Assam,2018-09-26 18:00:00,27,89,1008,17
Assam,2018-09-26 21:00:00,26,90,1010,1
Assam,2018-09-27 00:00:00,25,91,1009,15
Assam,2018-09-27 03:00:00,25,92,1009,4
Assam,2018-09-27 06:00:00,27,73,1010,8
Assam,2018-09-27 09:00:00,30,60,1009,21
Assam,2018-09-27 12:00:00,32,62,1008,24
Assam,2018-09-27 15:00:00,29,81,1005,25
Assam,2018-09-27 18:00:00,27,86,1008,9
Assam,2018-09-27 21:00:00,26,88,1010,10
Assam,2018-09-28 00:00:00,25,92,1011,8
Assam,2018-09-28 03:00:00,24,92,1009,5
Assam,2018-09-28 06:00:00,28,70,1010,15
Assam,2018-09-28 09:00:00,30,59,1011,23
Assam,2018-09-28 12:00:00,31,63,1008,29
Assam,2018-09-28 15:00:00,28,81,1006,27
Assam,2018-09-28 18:00:00,25,87,1009,10
Assam,2018-09-28 21:00:00,25,88,1011,7
Assam,2018-09-29 00:00:00,26,90,1011,8
Assam,2018-09-29 03:00:00,25,91,1010,5
Assam,2018-09-29 06:00:00,27,71,1012,13
Assam,2018-09-29 09:00:00,30,58,1010,19
Assam,2018-09-29 12:00:00,32,60,1008,24
Assam,2018-09-29 15:00:00,28,80,1007,24
Assam,2018-09-29 18:00:00,25,89,1008,12
Assam,2018-09-29 21:00:00,26,90,1011,9
Assam,2018-09-30 00:00:00,25,90,1010,9
Assam,2018-09-30 03:00:00,25,91,1009,8
Assam,2018-09-30 06:00:00,27,71,1011,9
Assam,2018-09-30 09:00:00,30,59,1010,18
Assam,2018-09-30 12:00:00,31,62,1008,24
Assam,2018-09-30 15:00:00,28,83,1005,24
Assam,2018-09-30 18:00:00,26,89,1008,10
Assam,2018-09-30 21:00:00,25,89,1011,10
Assam,2018-10-01 00:00:00,24,90,1009,8
Assam,2018-10-01 03:00:00,24,90,1009,7
Assam,2018-10-01 06:00:00,26,70,1011,10
Assam,2018-10-01 09:00:00,31,57,1010,13
Assam,2018-10-01 12:00:00,32,60,1009,19
Assam,2018-10-01 15:00:00,29,81,1007,22
Assam,2018-10-01 18:00:00,27,87,1009,8
Assam,2018-10-01 21:00:00,25,86,1012,8
Assam,2018-10-02 00:00:00,24,88,1011,5
Assam,2018-10-02 03:00:00,23,90,1010,3
Assam,2018-10-02 06:00:00,27,67,1012,7
Assam,2018-10-02 09:00:00,31,54,1011,29
Assam,2018-10-02 12:00:00,32,57,1010,27
Assam,2018-10-02 15:00:00,28,76,1007,20
Assam,2018-10-02 18:00:00,27,86,1010,13
Assam,2018-10-02 21:00:00,26,90,1012,14
Assam,2018-10-03 00:00:00,23,92,1012,18
Assam,2018-10-03 03:00:00,22,92,1011,14
Assam,2018-10-03 06:00:00,25,74,1013,15
Assam,2018-10-03 09:00:00,28,58,1012,23
Assam,2018-10-03 12:00:00,31,59,1011,22
Assam,2018-10-03 15:00:00,28,81,1008,16
Assam,2018-10-03 18:00:00,24,87,1010,8
Assam,2018-10-03 21:00:00,23,86,1013,12
Assam,2018-10-04 00:00:00,22,87,1013,12
Assam,2018-10-04 03:00:00,22,88,1013,11
Assam,2018-10-04 06:00:00,26,73,1014,10
Assam,2018-10-04 09:00:00,30,58,1012,15
Assam,2018-10-04 12:00:00,31,57,1011,17
Assam,2018-10-04 15:00:00,29,74,1009,12
Assam,2018-10-04 18:00:00,25,79,1010,2
Assam,2018-10-04 21:00:00,24,80,1013,5
Assam,2018-10-05 00:00:00,23,81,1013,5
Assam,2018-10-05 03:00:00,24,82,1012,5
Assam,2018-10-05 06:00:00,26,65,1014,6
Assam,2018-10-05 09:00:00,31,52,1012,16
Assam,2018-10-05 12:00:00,32,53,1011,16
Assam,2018-10-05 15:00:00,28,72,1009,8
Assam,2018-10-05 18:00:00,25,78,1011,6
Assam,2018-10-05 21:00:00,24,80,1013,4
Assam,2018-10-06 00:00:00,24,85,1012,5
Assam,2018-10-06 03:00:00,22,86,1011,10
Assam,2018-10-06 06:00:00,25,67,1014,11
Assam,2018-10-06 09:00:00,28,54,1012,12
Assam,2018-10-06 12:00:00,31,53,1011,12
Assam,2018-10-06 15:00:00,28,72,1009,11
Assam,2018-10-06 18:00:00,26,78,1010,8
Assam,2018-10-06 21:00:00,24,83,1013,4
Assam,2018-10-07 00:00:00,22,85,1013,4
Assam,2018-10-07 03:00:00,22,84,1012,8
Assam,2018-10-07 06:00:00,25,67,1014,11
Assam,2018-10-07 09:00:00,28,51,1012,14
Assam,2018-10-07 12:00:00,31,52,1010,12
Assam,2018-10-07 15:00:00,27,72,1008,9
Assam,2018-10-07 18:00:00,24,80,1010,5
Assam,2018-10-07 21:00:00,24,86,1013,9
Assam,2018-10-08 00:00:00,22,88,1012,5
Assam,2018-10-08 03:00:00,22,88,1011,7
Assam,2018-10-08 06:00:00,24,68,1013,13
Assam,2018-10-08 09:00:00,29,54,1011,17
Assam,2018-10-08 12:00:00,31,57,1010,20
Assam,2018-10-08 15:00:00,27,77,1008,20
Assam,2018-10-08 18:00:00,24,85,1010,11
Assam,2018-10-08 21:00:00,22,85,1013,7
Himachal Pradesh,2018-09-12 00:00:00,15,83,1010,11
Himachal Pradesh,2018-09-12 03:00:00,15,77,1009,13
Himachal Pradesh,2018-09-12 06:00:00,16,68,1009,17
Himachal Pradesh,2018-09-12 09:00:00,21,71,1009,22
Himachal Pradesh,2018-09-12 12:00:00,21,80,1008,30
Himachal Pradesh,2018-09-12 15:00:00,20,86,1006,27
Himachal Pradesh,2018-09-12 18:00:00,16,91,1007,23
Himachal Pradesh,2018-09-12 21:00:00,16,90,1008,18
Himachal Pradesh,2018-09-13 00:00:00,16,88,1007,18
Himachal Pradesh,2018-09-13 03:00:00,16,88,1007,21
Himachal Pradesh,2018-09-13 06:00:00,17,85,1007,19
Himachal Pradesh,2018-09-13 09:00:00,18,77,1009,23
Himachal Pradesh,2018-09-13 12:00:00,21,71,1008,29
Himachal Pradesh,2018-09-13 15:00:00,21,83,1007,31
Himachal Pradesh,2018-09-13 18:00:00,16,91,1009,26
Himachal Pradesh,2018-09-13 21:00:00,15,84,1010,14
Himachal Pradesh,2018-09-14 00:00:00,15,80,1009,13
Himachal Pradesh,2018-09-14 03:00:00,15,75,1009,19
Himachal Pradesh,2018-09-14 06:00:00,16,69,1010,15
Himachal Pradesh,2018-09-14 09:00:00,20,57,1010,17
Himachal Pradesh,2018-09-14 12:00:00,22,64,1010,25
Himachal Pradesh,2018-09-14 15:00:00,22,80,1010,27
Himachal Pradesh,2018-09-14 18:00:00,17,90,1012,20
Himachal Pradesh,2018-09-14 21:00:00,14,86,1013,18
Himachal Pradesh,2018-09-15 00:00:00,13,77,1012,18
Himachal Pradesh,2018-09-15 03:00:00,12,67,1012,15
Himachal Pradesh,2018-09-15 06:00:00,14,57,1013,11
Himachal Pradesh,2018-09-15 09:00:00,21,41,1012,19
Himachal Pradesh,2018-09-15 12:00:00,23,47,1011,22
Himachal Pradesh,2018-09-15 15:00:00,22,70,1011,26
Himachal Pradesh,2018-09-15 18:00:00,17,81,1013,21
Himachal Pradesh,2018-09-15 21:00:00,14,66,1013,16
Himachal Pradesh,2018-09-16 00:00:00,14,49,1012,15
Himachal Pradesh,2018-09-16 03:00:00,11,31,1012,14
Himachal Pradesh,2018-09-16 06:00:00,13,43,1012,15
Himachal Pradesh,2018-09-16 09:00:00,21,32,1011,16
Himachal Pradesh,2018-09-16 12:00:00,23,40,1009,25
Himachal Pradesh,2018-09-16 15:00:00,20,66,1009,26
Himachal Pradesh,2018-09-16 18:00:00,16,71,1011,22
Himachal Pradesh,2018-09-16 21:00:00,15,58,1011,14
Himachal Pradesh,2018-09-17 00:00:00,13,51,1011,16
Himachal Pradesh,2018-09-17 03:00:00,13,42,1011,15
Himachal Pradesh,2018-09-17 06:00:00,13,43,1011,7
Himachal Pradesh,2018-09-17 09:00:00,21,30,1009,12
Himachal Pradesh,2018-09-17 12:00:00,23,38,1008,20
Himachal Pradesh,2018-09-17 15:00:00,22,64,1008,28
Himachal Pradesh,2018-09-17 18:00:00,17,71,1010,21
Himachal Pradesh,2018-09-17 21:00:00,14,58,1011,14
Himachal Pradesh,2018-09-18 00:00:00,13,46,1010,17
Himachal Pradesh,2018-09-18 03:00:00,12,40,1011,18
Himachal Pradesh,2018-09-18 06:00:00,14,47,1011,10
Himachal Pradesh,2018-09-18 09:00:00,21,33,1010,10
Himachal Pradesh,2018-09-18 12:00:00,23,40,1009,17
Himachal Pradesh,2018-09-18 15:00:00,22,65,1008,21
Himachal Pradesh,2018-09-18 18:00:00,17,67,1011,15
Himachal Pradesh,2018-09-18 21:00:00,15,59,1011,12
Himachal Pradesh,2018-09-19 00:00:00,15,52,1011,17
Himachal Pradesh,2018-09-19 03:00:00,13,49,1012,17
Himachal Pradesh,2018-09-19 06:00:00,14,50,1012,11
Himachal Pradesh,2018-09-19 09:00:00,23,33,1010,9
Himachal Pradesh,2018-09-19 12:00:00,25,39,1009,20
Himachal Pradesh,2018-09-19 15:00:00,22,63,1008,24
Himachal Pradesh,2018-09-19 18:00:00,17,66,1010,16
Himachal Pradesh,2018-09-19 21:00:00,15,58,1011,13
Himachal Pradesh,2018-09-20 00:00:00,16,50,1011,17
Himachal Pradesh,2018-09-20 03:00:00,14,42,1011,19
Himachal Pradesh,2018-09-20 06:00:00,15,45,1012,11
Himachal Pradesh,2018-09-20 09:00:00,23,36,1011,12
Himachal Pradesh,2018-09-20 12:00:00,25,43,1010,21
Himachal Pradesh,2018-09-20 15:00:00,22,67,1011,13
Himachal Pradesh,2018-09-20 18:00:00,18,72,1013,13
Himachal Pradesh,2018-09-20 21:00:00,16,68,1014,13
Himachal Pradesh,2018-09-21 00:00:00,17,63,1013,13
Himachal Pradesh,2018-09-21 03:00:00,15,59,1014,10
Himachal Pradesh,2018-09-21 06:00:00,17,56,1014,6
Himachal Pradesh,2018-09-21 09:00:00,22,51,1013,12
Himachal Pradesh,2018-09-21 12:00:00,23,56,1013,23
Himachal Pradesh,2018-09-21 15:00:00,20,75,1012,18
Himachal Pradesh,2018-09-21 18:00:00,16,90,1014,11
Himachal Pradesh,2018-09-21 21:00:00,15,89,1015,9
Himachal Pradesh,2018-09-22 00:00:00,14,87,1015,8
Himachal Pradesh,2018-09-22 03:00:00,13,89,1015,14
Himachal Pradesh,2018-09-22 06:00:00,17,91,1016,14
Himachal Pradesh,2018-09-22 09:00:00,16,93,1017,20
Himachal Pradesh,2018-09-22 12:00:00,16,92,1016,19
Himachal Pradesh,2018-09-22 15:00:00,15,92,1015,34
Himachal Pradesh,2018-09-22 18:00:00,14,91,1015,20
Himachal Pradesh,2018-09-22 21:00:00,14,90,1015,24
Himachal Pradesh,2018-09-23 00:00:00,14,89,1014,24
Himachal Pradesh,2018-09-23 03:00:00,14,90,1014,37
Himachal Pradesh,2018-09-23 06:00:00,17,89,1015,43
Himachal Pradesh,2018-09-23 09:00:00,18,74,1015,46
Himachal Pradesh,2018-09-23 12:00:00,18,82,1014,43
Himachal Pradesh,2018-09-23 15:00:00,16,94,1013,31
Himachal Pradesh,2018-09-23 18:00:00,15,92,1014,30
Himachal Pradesh,2018-09-23 21:00:00,14,90,1014,32
Himachal Pradesh,2018-09-24 00:00:00,14,91,1013,31
Himachal Pradesh,2018-09-24 03:00:00,14,95,1011,30
Himachal Pradesh,2018-09-24 06:00:00,15,95,1012,39
Himachal Pradesh,2018-09-24 09:00:00,16,94,1013,46
Himachal Pradesh,2018-09-24 12:00:00,17,94,1012,39
Himachal Pradesh,2018-09-24 15:00:00,17,94,1011,35
Himachal Pradesh,2018-09-24 18:00:00,14,92,1013,32
Himachal Pradesh,2018-09-24 21:00:00,15,86,1012,17
Himachal Pradesh,2018-09-25 00:00:00,15,84,1012,14
Himachal Pradesh,2018-09-25 03:00:00,13,84,1012,11
Himachal Pradesh,2018-09-25 06:00:00,15,86,1013,6
Himachal Pradesh,2018-09-25 09:00:00,20,82,1013,11
Himachal Pradesh,2018-09-25 12:00:00,23,73,1012,19
Himachal Pradesh,2018-09-25 15:00:00,21,84,1011,15
Himachal Pradesh,2018-09-25 18:00:00,16,91,1013,17
Himachal Pradesh,2018-09-25 21:00:00,14,85,1013,11
Himachal Pradesh,2018-09-26 00:00:00,13,80,1012,14
Himachal Pradesh,2018-09-26 03:00:00,13,71,1012,14
Himachal Pradesh,2018-09-26 06:00:00,14,63,1012,12
Himachal Pradesh,2018-09-26 09:00:00,22,47,1012,9
Himachal Pradesh,2018-09-26 12:00:00,23,52,1011,20
Himachal Pradesh,2018-09-26 15:00:00,22,77,1011,21
Himachal Pradesh,2018-09-26 18:00:00,17,85,1013,12
Himachal Pradesh,2018-09-26 21:00:00,15,75,1014,14
Himachal Pradesh,2018-09-27 00:00:00,13,67,1013,10
Himachal Pradesh,2018-09-27 03:00:00,13,60,1013,14
Himachal Pradesh,2018-09-27 06:00:00,14,57,1014,5
Himachal Pradesh,2018-09-27 09:00:00,21,37,1013,8
Himachal Pradesh,2018-09-27 12:00:00,22,43,1012,20
Himachal Pradesh,2018-09-27 15:00:00,20,68,1013,17
Himachal Pradesh,2018-09-27 18:00:00,15,74,1015,14
Himachal Pradesh,2018-09-27 21:00:00,15,67,1015,14
Himachal Pradesh,2018-09-28 00:00:00,13,65,1015,12
Himachal Pradesh,2018-09-28 03:00:00,13,61,1015,8
Himachal Pradesh,2018-09-28 06:00:00,14,62,1015,5
Himachal Pradesh,2018-09-28 09:00:00,20,48,1015,12
Himachal Pradesh,2018-09-28 12:00:00,20,51,1014,21
Himachal Pradesh,2018-09-28 15:00:00,20,71,1013,13
Himachal Pradesh,2018-09-28 18:00:00,16,75,1015,13
Himachal Pradesh,2018-09-28 21:00:00,15,75,1016,13
Himachal Pradesh,2018-09-29 00:00:00,14,71,1015,14
Himachal Pradesh,2018-09-29 03:00:00,12,66,1015,13
Himachal Pradesh,2018-09-29 06:00:00,14,60,1017,7
Himachal Pradesh,2018-09-29 09:00:00,19,43,1015,10
Himachal Pradesh,2018-09-29 12:00:00,22,50,1014,19
Himachal Pradesh,2018-09-29 15:00:00,19,70,1014,19
Himachal Pradesh,2018-09-29 18:00:00,15,71,1017,14
Himachal Pradesh,2018-09-29 21:00:00,13,69,1016,14
Himachal Pradesh,2018-09-30 00:00:00,12,69,1015,14
Himachal Pradesh,2018-09-30 03:00:00,12,65,1015,14
Himachal Pradesh,2018-09-30 06:00:00,13,58,1015,10
Himachal Pradesh,2018-09-30 09:00:00,20,40,1015,13
Himachal Pradesh,2018-09-30 12:00:00,22,45,1013,23
Himachal Pradesh,2018-09-30 15:00:00,18,70,1014,22
Himachal Pradesh,2018-09-30 18:00:00,15,71,1015,19
Himachal Pradesh,2018-09-30 21:00:00,13,65,1015,13
Himachal Pradesh,2018-10-01 00:00:00,13,56,1015,18
Himachal Pradesh,2018-10-01 03:00:00,13,45,1014,17
Himachal Pradesh,2018-10-01 06:00:00,12,47,1015,14
Himachal Pradesh,2018-10-01 09:00:00,20,27,1014,17
Himachal Pradesh,2018-10-01 12:00:00,22,33,1013,30
Himachal Pradesh,2018-10-01 15:00:00,21,59,1014,28
Himachal Pradesh,2018-10-01 18:00:00,16,58,1016,19
Himachal Pradesh,2018-10-01 21:00:00,14,49,1016,13
Himachal Pradesh,2018-10-02 00:00:00,13,40,1015,17
Himachal Pradesh,2018-10-02 03:00:00,12,33,1015,15
Himachal Pradesh,2018-10-02 06:00:00,13,44,1017,14
Himachal Pradesh,2018-10-02 09:00:00,20,31,1015,10
Himachal Pradesh,2018-10-02 12:00:00,22,36,1014,28
Himachal Pradesh,2018-10-02 15:00:00,19,63,1014,28
Himachal Pradesh,2018-10-02 18:00:00,15,63,1016,19
Himachal Pradesh,2018-10-02 21:00:00,14,61,1016,14
Himachal Pradesh,2018-10-03 00:00:00,13,54,1015,16
Himachal Pradesh,2018-10-03 03:00:00,11,50,1015,16
Himachal Pradesh,2018-10-03 06:00:00,13,51,1015,11
Himachal Pradesh,2018-10-03 09:00:00,20,33,1014,9
Himachal Pradesh,2018-10-03 12:00:00,22,39,1013,25
Himachal Pradesh,2018-10-03 15:00:00,20,63,1014,22
Himachal Pradesh,2018-10-03 18:00:00,15,65,1016,14
Himachal Pradesh,2018-10-03 21:00:00,14,62,1016,13
Himachal Pradesh,2018-10-04 00:00:00,12,60,1016,13
Himachal Pradesh,2018-10-04 03:00:00,11,55,1017,17
Himachal Pradesh,2018-10-04 06:00:00,12,53,1017,16
Himachal Pradesh,2018-10-04 09:00:00,20,31,1016,13
Himachal Pradesh,2018-10-04 12:00:00,21,40,1015,19
Himachal Pradesh,2018-10-04 15:00:00,19,64,1016,21
Himachal Pradesh,2018-10-04 18:00:00,14,66,1017,15
Himachal Pradesh,2018-10-04 21:00:00,13,60,1018,14
Himachal Pradesh,2018-10-05 00:00:00,12,56,1018,17
Himachal Pradesh,2018-10-05 03:00:00,10,51,1018,17
Himachal Pradesh,2018-10-05 06:00:00,12,50,1019,14
Himachal Pradesh,2018-10-05 09:00:00,19,30,1017,13
Himachal Pradesh,2018-10-05 12:00:00,21,33,1016,28
Himachal Pradesh,2018-10-05 15:00:00,20,58,1016,30
Himachal Pradesh,2018-10-05 18:00:00,14,58,1017,25
Himachal Pradesh,2018-10-05 21:00:00,13,49,1018,15
Himachal Pradesh,2018-10-06 00:00:00,12,42,1017,17
Himachal Pradesh,2018-10-06 03:00:00,10,36,1017,21
Himachal Pradesh,2018-10-06 06:00:00,11,43,1017,19
Himachal Pradesh,2018-10-06 09:00:00,19,29,1017,15
Himachal Pradesh,2018-10-06 12:00:00,20,32,1015,31
Himachal Pradesh,2018-10-06 15:00:00,19,58,1015,32
Himachal Pradesh,2018-10-06 18:00:00,14,60,1017,15
Himachal Pradesh,2018-10-06 21:00:00,13,53,1017,15
Himachal Pradesh,2018-10-07 00:00:00,11,44,1017,17
Himachal Pradesh,2018-10-07 03:00:00,10,39,1017,14
Himachal Pradesh,2018-10-07 06:00:00,10,44,1017,13
Himachal Pradesh,2018-10-07 09:00:00,19,31,1016,11
Himachal Pradesh,2018-10-07 12:00:00,20,37,1014,20
Himachal Pradesh,2018-10-07 15:00:00,17,61,1014,26
Himachal Pradesh,2018-10-07 18:00:00,13,68,1015,19
Himachal Pradesh,2018-10-07 21:00:00,12,66,1016,13
Himachal Pradesh,2018-10-08 00:00:00,11,62,1015,15
Himachal Pradesh,2018-10-08 03:00:00,10,56,1016,16
Himachal Pradesh,2018-10-08 06:00:00,11,50,1015,12
Himachal Pradesh,2018-10-08 09:00:00,18,32,1014,11
Himachal Pradesh,2018-10-08 12:00:00,21,36,1012,26
Himachal Pradesh,2018-10-08 15:00:00,20,61,1013,27
Himachal Pradesh,2018-10-08 18:00:00,15,63,1014,13
Himachal Pradesh,2018-10-08 21:00:00,13,56,1014,12
Goa,2018-09-12 00:00:00,24,90,1012,14
Goa,2018-09-12 03:00:00,23,87,1012,11
Goa,2018-09-12 06:00:00,25,77,1013,12
Goa,2018-09-12 09:00:00,28,66,1012,20
Goa,2018-09-12 12:00:00,28,70,1011,25
Goa,2018-09-12 15:00:00,28,75,1009,30
Goa,2018-09-12 18:00:00,26,85,1011,21
Goa,2018-09-12 21:00:00,25,87,1011,17
Goa,2018-09-13 00:00:00,24,87,1010,15
Goa,2018-09-13 03:00:00,24,87,1010,10
Goa,2018-09-13 06:00:00,25,77,1011,10
Goa,2018-09-13 09:00:00,28,66,1011,14
Goa,2018-09-13 12:00:00,29,70,1010,25
Goa,2018-09-13 15:00:00,28,73,1009,27
Goa,2018-09-13 18:00:00,26,82,1011,20
Goa,2018-09-13 21:00:00,25,85,1011,11
Goa,2018-09-14 00:00:00,25,87,1009,9
Goa,2018-09-14 03:00:00,24,87,1009,7
Goa,2018-09-14 06:00:00,25,78,1011,5
Goa,2018-09-14 09:00:00,28,67,1011,11
Goa,2018-09-14 12:00:00,29,71,1010,23
Goa,2018-09-14 15:00:00,28,75,1009,27
Goa,2018-09-14 18:00:00,26,85,1011,18
Goa,2018-09-14 21:00:00,26,87,1012,13
Goa,2018-09-15 00:00:00,25,88,1011,10
Goa,2018-09-15 03:00:00,24,88,1011,7
Goa,2018-09-15 06:00:00,25,79,1012,5
Goa,2018-09-15 09:00:00,28,67,1012,14
Goa,2018-09-15 12:00:00,29,72,1011,23
Goa,2018-09-15 15:00:00,28,76,1009,30
Goa,2018-09-15 18:00:00,26,85,1011,24
Goa,2018-09-15 21:00:00,26,88,1011,16
Goa,2018-09-16 00:00:00,25,89,1010,11
Goa,2018-09-16 03:00:00,24,89,1010,11
Goa,2018-09-16 06:00:00,25,79,1011,8
Goa,2018-09-16 09:00:00,28,68,1010,18
Goa,2018-09-16 12:00:00,29,72,1009,30
Goa,2018-09-16 15:00:00,28,77,1008,35
Goa,2018-09-16 18:00:00,26,86,1009,29
Goa,2018-09-16 21:00:00,26,87,1009,21
Goa,2018-09-17 00:00:00,25,87,1009,14
Goa,2018-09-17 03:00:00,25,88,1009,16
Goa,2018-09-17 06:00:00,26,79,1010,14
Goa,2018-09-17 09:00:00,28,67,1009,19
Goa,2018-09-17 12:00:00,29,71,1009,26
Goa,2018-09-17 15:00:00,28,75,1008,32
Goa,2018-09-17 18:00:00,26,84,1009,27
Goa,2018-09-17 21:00:00,26,86,1010,16
Goa,2018-09-18 00:00:00,25,87,1009,14
Goa,2018-09-18 03:00:00,24,88,1009,13
Goa,2018-09-18 06:00:00,25,76,1010,5
Goa,2018-09-18 09:00:00,28,63,1010,17
Goa,2018-09-18 12:00:00,29,68,1009,28
Goa,2018-09-18 15:00:00,28,73,1008,33
Goa,2018-09-18 18:00:00,26,83,1010,24
