loc,ts,tempC,humidity,pressure,windGustKmph,precipMM,weatherDescValue
Jammu & Kashmir,2018-09-12 00:00:00,24,80,1007,12,0.0,Clear
Jammu & Kashmir,2018-09-12 03:00:00,23,77,1005,9,0.0,Cloudy
Jammu & Kashmir,2018-09-12 06:00:00,25,64,1006,15,0.7,Moderate rain at times
Jammu & Kashmir,2018-09-12 09:00:00,29,55,1006,18,0.2,Patchy rain possible
Jammu & Kashmir,2018-09-12 12:00:00,31,51,1004,23,0.0,Sunny
Jammu & Kashmir,2018-09-12 15:00:00,32,56,1003,18,0.1,Patchy rain possible
Jammu & Kashmir,2018-09-12 18:00:00,28,68,1003,19,0.1,Patchy rain possible
Jammu & Kashmir,2018-09-12 21:00:00,26,70,1004,14,0.0,Clear
Jammu & Kashmir,2018-09-13 00:00:00,23,74,1004,14,0.2,Patchy rain possible
Jammu & Kashmir,2018-09-13 03:00:00,23,72,1003,16,0.1,Patchy rain possible
Jammu & Kashmir,2018-09-13 06:00:00,25,62,1004,12,1.1,Heavy rain at times
Jammu & Kashmir,2018-09-13 09:00:00,27,54,1005,20,0.0,Cloudy
Jammu & Kashmir,2018-09-13 12:00:00,30,50,1004,13,0.0,Sunny
Jammu & Kashmir,2018-09-13 15:00:00,30,59,1003,16,0.0,Cloudy
Jammu & Kashmir,2018-09-13 18:00:00,27,64,1004,18,0.0,Clear
Jammu & Kashmir,2018-09-13 21:00:00,24,69,1005,11,0.0,Clear
Jammu & Kashmir,2018-09-14 00:00:00,22,69,1006,17,0.0,Clear
Jammu & Kashmir,2018-09-14 03:00:00,21,66,1006,12,0.1,Patchy rain possible
Jammu & Kashmir,2018-09-14 06:00:00,23,56,1007,7,0.0,Sunny
Jammu & Kashmir,2018-09-14 09:00:00,28,44,1009,15,0.0,Sunny
Jammu & Kashmir,2018-09-14 12:00:00,31,39,1008,17,0.0,Sunny
Jammu & Kashmir,2018-09-14 15:00:00,32,49,1007,10,0.0,Sunny
Jammu & Kashmir,2018-09-14 18:00:00,28,55,1008,13,0.0,Clear
Jammu & Kashmir,2018-09-14 21:00:00,24,50,1008,12,0.0,Clear
Jammu & Kashmir,2018-09-15 00:00:00,23,54,1008,12,0.0,Clear
Jammu & Kashmir,2018-09-15 03:00:00,22,56,1008,8,0.0,Clear
Jammu & Kashmir,2018-09-15 06:00:00,24,49,1009,10,0.1,Patchy rain possible
Jammu & Kashmir,2018-09-15 09:00:00,26,41,1011,12,0.0,Cloudy
Jammu & Kashmir,2018-09-15 12:00:00,29,35,1011,16,0.1,Patchy rain possible
Jammu & Kashmir,2018-09-15 15:00:00,26,44,1007,32,9.1,Moderate or heavy rain shower
Jammu & Kashmir,2018-09-15 18:00:00,26,52,1010,18,0.0,Clear
Jammu & Kashmir,2018-09-15 21:00:00,23,49,1010,13,0.0,Clear
Jammu & Kashmir,2018-09-16 00:00:00,20,53,1009,11,0.0,Clear
Jammu & Kashmir,2018-09-16 03:00:00,19,51,1008,14,0.0,Clear
Jammu & Kashmir,2018-09-16 06:00:00,22,44,1009,6,0.0,Sunny
Jammu & Kashmir,2018-09-16 09:00:00,28,32,1010,10,0.0,Sunny
Jammu & Kashmir,2018-09-16 12:00:00,31,29,1008,17,0.0,Sunny
Jammu & Kashmir,2018-09-16 15:00:00,32,40,1007,16,0.0,Sunny
Jammu & Kashmir,2018-09-16 18:00:00,28,39,1007,13,0.0,Clear
Jammu & Kashmir,2018-09-16 21:00:00,24,33,1007,15,0.0,Clear
Jammu & Kashmir,2018-09-17 00:00:00,24,32,1007,14,0.0,Clear
Jammu & Kashmir,2018-09-17 03:00:00,20,33,1006,12,0.0,Clear
Jammu & Kashmir,2018-09-17 06:00:00,22,34,1007,7,0.0,Sunny
Jammu & Kashmir,2018-09-17 09:00:00,29,26,1008,9,0.0,Sunny
Jammu & Kashmir,2018-09-17 12:00:00,31,24,1007,16,0.0,Sunny
Jammu & Kashmir,2018-09-17 15:00:00,33,35,1006,17,0.0,Sunny
Jammu & Kashmir,2018-09-17 18:00:00,29,37,1006,12,0.0,Clear
Jammu & Kashmir,2018-09-17 21:00:00,26,37,1007,13,0.0,Clear
Jammu & Kashmir,2018-09-18 00:00:00,22,36,1007,9,0.0,Clear
Jammu & Kashmir,2018-09-18 03:00:00,21,36,1006,13,0.0,Clear
Jammu & Kashmir,2018-09-18 06:00:00,22,34,1008,6,0.0,Sunny
Jammu & Kashmir,2018-09-18 09:00:00,29,29,1009,9,0.0,Sunny
Jammu & Kashmir,2018-09-18 12:00:00,32,26,1007,15,0.0,Sunny
Jammu & Kashmir,2018-09-18 15:00:00,34,36,1006,16,0.0,Sunny
Jammu & Kashmir,2018-09-18 18:00:00,30,40,1006,11,0.0,Clear
Jammu & Kashmir,2018-09-18 21:00:00,26,41,1007,9,0.0,Clear
Jammu & Kashmir,2018-09-19 00:00:00,23,40,1007,12,0.0,Clear
Jammu & Kashmir,2018-09-19 03:00:00,22,39,1007,10,0.0,Clear
Jammu & Kashmir,2018-09-19 06:00:00,23,34,1008,6,0.0,Sunny
Jammu & Kashmir,2018-09-19 09:00:00,30,27,1009,10,0.0,Sunny
Jammu & Kashmir,2018-09-19 12:00:00,33,26,1007,11,0.0,Sunny
Jammu & Kashmir,2018-09-19 15:00:00,33,36,1005,13,0.0,Sunny
Jammu & Kashmir,2018-09-19 18:00:00,31,40,1005,12,0.0,Clear
Jammu & Kashmir,2018-09-19 21:00:00,27,41,1006,13,0.0,Clear
Jammu & Kashmir,2018-09-20 00:00:00,23,37,1006,10,0.0,Clear
Jammu & Kashmir,2018-09-20 03:00:00,22,36,1006,11,0.0,Clear
Jammu & Kashmir,2018-09-20 06:00:00,24,32,1007,7,0.0,Sunny
Jammu & Kashmir,2018-09-20 09:00:00,30,24,1009,8,0.0,Sunny
Jammu & Kashmir,2018-09-20 12:00:00,34,22,1008,13,0.0,Sunny
Jammu & Kashmir,2018-09-20 15:00:00,34,32,1006,11,0.0,Sunny
Jammu & Kashmir,2018-09-20 18:00:00,31,34,1006,13,0.0,Clear
Jammu & Kashmir,2018-09-20 21:00:00,25,35,1008,13,0.0,Clear
Jammu & Kashmir,2018-09-21 00:00:00,24,36,1009,12,0.0,Clear
Jammu & Kashmir,2018-09-21 03:00:00,23,35,1009,11,0.0,Clear
Jammu & Kashmir,2018-09-21 06:00:00,24,32,1010,7,0.0,Sunny
Jammu & Kashmir,2018-09-21 09:00:00,31,30,1011,11,0.0,Sunny
Jammu & Kashmir,2018-09-21 12:00:00,33,30,1010,16,0.0,Sunny
Jammu & Kashmir,2018-09-21 15:00:00,33,39,1009,10,0.0,Sunny
Jammu & Kashmir,2018-09-21 18:00:00,29,50,1010,12,0.0,Clear
Jammu & Kashmir,2018-09-21 21:00:00,25,51,1011,15,0.0,Clear
Jammu & Kashmir,2018-09-22 00:00:00,23,58,1012,12,0.0,Clear
Jammu & Kashmir,2018-09-22 03:00:00,22,59,1011,10,0.0,Clear
Jammu & Kashmir,2018-09-22 06:00:00,23,56,1013,11,0.9,Moderate rain at times
Jammu & Kashmir,2018-09-22 09:00:00,28,52,1012,12,0.0,Sunny
Jammu & Kashmir,2018-09-22 12:00:00,30,59,1012,22,0.1,Patchy rain possible
Jammu & Kashmir,2018-09-22 15:00:00,28,70,1010,13,0.0,Cloudy
Jammu & Kashmir,2018-09-22 18:00:00,24,90,1011,14,0.0,Clear
Jammu & Kashmir,2018-09-22 21:00:00,22,87,1013,13,0.0,Clear
Jammu & Kashmir,2018-09-23 00:00:00,22,84,1013,15,0.0,Partly cloudy
Jammu & Kashmir,2018-09-23 03:00:00,21,85,1012,21,2.4,Moderate or heavy rain shower
Jammu & Kashmir,2018-09-23 06:00:00,21,90,1012,24,6.7,Moderate or heavy rain shower
Jammu & Kashmir,2018-09-23 09:00:00,22,89,1014,14,4.8,Moderate or heavy rain shower
Jammu & Kashmir,2018-09-23 12:00:00,25,90,1012,20,1.2,Heavy rain at times
Jammu & Kashmir,2018-09-23 15:00:00,24,85,1011,21,3.3,Moderate or heavy rain shower
Jammu & Kashmir,2018-09-23 18:00:00,22,84,1011,20,1.6,Moderate or heavy rain shower
Jammu & Kashmir,2018-09-23 21:00:00,21,84,1012,20,0.2,Patchy rain possible
Jammu & Kashmir,2018-09-24 00:00:00,21,86,1012,19,0.0,Cloudy
Jammu & Kashmir,2018-09-24 03:00:00,20,86,1010,14,1.1,Heavy rain at times
Jammu & Kashmir,2018-09-24 06:00:00,21,78,1011,10,0.0,Overcast
Jammu & Kashmir,2018-09-24 09:00:00,25,62,1010,9,0.0,Cloudy
Jammu & Kashmir,2018-09-24 12:00:00,29,55,1009,11,0.0,Overcast
Jammu & Kashmir,2018-09-24 15:00:00,29,65,1007,8,0.0,Sunny
Jammu & Kashmir,2018-09-24 18:00:00,25,81,1009,14,0.0,Clear
Jammu & Kashmir,2018-09-24 21:00:00,22,85,1010,8,0.0,Clear
Jammu & Kashmir,2018-09-25 00:00:00,20,85,1010,4,0.0,Partly cloudy
Jammu & Kashmir,2018-09-25 03:00:00,20,82,1009,3,0.0,Clear
Jammu & Kashmir,2018-09-25 06:00:00,21,72,1011,2,0.0,Partly cloudy
Jammu & Kashmir,2018-09-25 09:00:00,26,61,1011,14,0.0,Sunny
Jammu & Kashmir,2018-09-25 12:00:00,30,53,1009,18,0.0,Sunny
Jammu & Kashmir,2018-09-25 15:00:00,31,60,1007,16,0.0,Sunny
Jammu & Kashmir,2018-09-25 18:00:00,27,71,1008,8,0.0,Clear
Jammu & Kashmir,2018-09-25 21:00:00,23,72,1009,11,0.0,Clear
Jammu & Kashmir,2018-09-26 00:00:00,23,70,1009,9,0.0,Clear
Jammu & Kashmir,2018-09-26 03:00:00,22,66,1008,5,0.0,Clear
Jammu & Kashmir,2018-09-26 06:00:00,22,56,1009,3,0.0,Sunny
Jammu & Kashmir,2018-09-26 09:00:00,28,46,1010,10,0.0,Sunny
Jammu & Kashmir,2018-09-26 12:00:00,31,38,1008,17,0.0,Sunny
Jammu & Kashmir,2018-09-26 15:00:00,32,48,1007,12,0.0,Sunny
Jammu & Kashmir,2018-09-26 18:00:00,28,52,1008,9,0.0,Clear
Jammu & Kashmir,2018-09-26 21:00:00,24,53,1009,9,0.0,Clear
Jammu & Kashmir,2018-09-27 00:00:00,23,53,1009,7,0.0,Clear
Jammu & Kashmir,2018-09-27 03:00:00,21,50,1009,13,0.0,Clear
Jammu & Kashmir,2018-09-27 06:00:00,23,50,1009,6,0.0,Sunny
Jammu & Kashmir,2018-09-27 09:00:00,29,43,1011,11,0.0,Sunny
Jammu & Kashmir,2018-09-27 12:00:00,32,37,1010,13,0.0,Sunny
Jammu & Kashmir,2018-09-27 15:00:00,32,46,1008,17,0.0,Sunny
Jammu & Kashmir,2018-09-27 18:00:00,26,43,1009,14,0.0,Clear
Jammu & Kashmir,2018-09-27 21:00:00,23,40,1010,14,0.0,Clear
Jammu & Kashmir,2018-09-28 00:00:00,22,43,1011,13,0.0,Clear
Jammu & Kashmir,2018-09-28 03:00:00,21,43,1010,14,0.0,Clear
Jammu & Kashmir,2018-09-28 06:00:00,22,43,1010,9,0.0,Sunny
Jammu & Kashmir,2018-09-28 09:00:00,29,32,1012,7,0.0,Sunny
Jammu & Kashmir,2018-09-28 12:00:00,32,32,1011,12,0.0,Sunny
Jammu & Kashmir,2018-09-28 15:00:00,30,43,1009,13,0.0,Cloudy
Jammu & Kashmir,2018-09-28 18:00:00,25,45,1010,20,0.0,Clear
Jammu & Kashmir,2018-09-28 21:00:00,23,47,1011,12,0.0,Clear
Jammu & Kashmir,2018-09-29 00:00:00,21,47,1011,13,0.0,Clear
Jammu & Kashmir,2018-09-29 03:00:00,22,46,1010,10,0.0,Clear
Jammu & Kashmir,2018-09-29 06:00:00,22,44,1012,7,0.0,Sunny
Jammu & Kashmir,2018-09-29 09:00:00,28,32,1014,7,0.0,Sunny
Jammu & Kashmir,2018-09-29 12:00:00,32,33,1012,15,0.0,Sunny
Jammu & Kashmir,2018-09-29 15:00:00,30,44,1012,14,0.0,Sunny
Jammu & Kashmir,2018-09-29 18:00:00,26,44,1012,14,0.0,Clear
Jammu & Kashmir,2018-09-29 21:00:00,25,44,1012,12,0.0,Clear
Jammu & Kashmir,2018-09-30 00:00:00,22,43,1011,12,0.0,Clear
Jammu & Kashmir,2018-09-30 03:00:00,21,43,1010,8,0.0,Clear
Jammu & Kashmir,2018-09-30 06:00:00,21,41,1011,7,0.0,Sunny
Jammu & Kashmir,2018-09-30 09:00:00,28,29,1012,8,0.0,Sunny
Jammu & Kashmir,2018-09-30 12:00:00,32,24,1011,16,0.0,Sunny
Jammu & Kashmir,2018-09-30 15:00:00,30,33,1009,13,0.0,Cloudy
Jammu & Kashmir,2018-09-30 18:00:00,23,35,1009,15,0.0,Clear
Jammu & Kashmir,2018-09-30 21:00:00,23,36,1010,10,0.0,Clear
Jammu & Kashmir,2018-10-01 00:00:00,20,37,1010,10,0.0,Clear
Jammu & Kashmir,2018-10-01 03:00:00,19,39,1009,14,0.0,Clear
Jammu & Kashmir,2018-10-01 06:00:00,20,39,1010,9,0.0,Sunny
Jammu & Kashmir,2018-10-01 09:00:00,28,26,1012,7,0.0,Sunny
Jammu & Kashmir,2018-10-01 12:00:00,33,24,1011,11,0.0,Sunny
Jammu & Kashmir,2018-10-01 15:00:00,32,36,1010,18,0.0,Sunny
Jammu & Kashmir,2018-10-01 18:00:00,27,37,1010,14,0.0,Clear
Jammu & Kashmir,2018-10-01 21:00:00,22,37,1011,11,0.0,Clear
Jammu & Kashmir,2018-10-02 00:00:00,20,39,1011,13,0.0,Clear
Jammu & Kashmir,2018-10-02 03:00:00,19,39,1010,14,0.0,Clear
Jammu & Kashmir,2018-10-02 06:00:00,21,38,1011,9,0.0,Sunny
Jammu & Kashmir,2018-10-02 09:00:00,28,28,1013,10,0.0,Sunny
Jammu & Kashmir,2018-10-02 12:00:00,32,27,1011,13,0.0,Sunny
Jammu & Kashmir,2018-10-02 15:00:00,29,39,1011,10,0.0,Sunny
Jammu & Kashmir,2018-10-02 18:00:00,26,40,1011,15,0.0,Clear
Jammu & Kashmir,2018-10-02 21:00:00,21,45,1011,10,0.0,Clear
Jammu & Kashmir,2018-10-03 00:00:00,20,44,1010,13,0.0,Clear
Jammu & Kashmir,2018-10-03 03:00:00,19,44,1009,9,0.0,Clear
Jammu & Kashmir,2018-10-03 06:00:00,20,41,1010,6,0.0,Sunny
Jammu & Kashmir,2018-10-03 09:00:00,28,30,1012,6,0.0,Sunny
Jammu & Kashmir,2018-10-03 12:00:00,31,28,1011,13,0.0,Sunny
Jammu & Kashmir,2018-10-03 15:00:00,30,38,1011,19,0.0,Cloudy
Jammu & Kashmir,2018-10-03 18:00:00,25,46,1011,17,0.0,Clear
Jammu & Kashmir,2018-10-03 21:00:00,21,45,1012,9,0.0,Clear
Jammu & Kashmir,2018-10-04 00:00:00,19,52,1011,10,0.0,Clear
Jammu & Kashmir,2018-10-04 03:00:00,19,49,1011,11,0.0,Clear
Jammu & Kashmir,2018-10-04 06:00:00,20,40,1013,10,0.0,Sunny
Jammu & Kashmir,2018-10-04 09:00:00,26,27,1014,15,0.0,Sunny
Jammu & Kashmir,2018-10-04 12:00:00,31,25,1012,11,0.0,Sunny
Jammu & Kashmir,2018-10-04 15:00:00,30,36,1012,10,0.0,Cloudy
Jammu & Kashmir,2018-10-04 18:00:00,25,43,1012,16,0.0,Clear
Jammu & Kashmir,2018-10-04 21:00:00,22,44,1013,11,0.0,Clear
Jammu & Kashmir,2018-10-05 00:00:00,19,44,1013,17,0.0,Clear
Jammu & Kashmir,2018-10-05 03:00:00,18,43,1013,11,0.0,Clear
Jammu & Kashmir,2018-10-05 06:00:00,18,38,1014,9,0.0,Sunny
Jammu & Kashmir,2018-10-05 09:00:00,26,25,1015,11,0.0,Sunny
Jammu & Kashmir,2018-10-05 12:00:00,30,22,1014,14,0.0,Sunny
Jammu & Kashmir,2018-10-05 15:00:00,30,33,1014,22,0.0,Overcast
Jammu & Kashmir,2018-10-05 18:00:00,25,36,1013,15,0.0,Clear
Jammu & Kashmir,2018-10-05 21:00:00,22,36,1014,11,0.0,Clear
Jammu & Kashmir,2018-10-06 00:00:00,19,38,1013,15,0.0,Clear
Jammu & Kashmir,2018-10-06 03:00:00,18,37,1012,11,0.0,Clear
Jammu & Kashmir,2018-10-06 06:00:00,18,34,1013,8,0.0,Sunny
Jammu & Kashmir,2018-10-06 09:00:00,26,24,1015,10,0.0,Sunny
Jammu & Kashmir,2018-10-06 12:00:00,31,21,1013,12,0.0,Sunny
Jammu & Kashmir,2018-10-06 15:00:00,30,32,1012,14,0.0,Sunny
Jammu & Kashmir,2018-10-06 18:00:00,25,34,1012,14,0.0,Clear
Jammu & Kashmir,2018-10-06 21:00:00,21,35,1013,13,0.0,Clear
Jammu & Kashmir,2018-10-07 00:00:00,19,36,1013,12,0.0,Clear
Jammu & Kashmir,2018-10-07 03:00:00,18,37,1012,10,0.0,Clear
Jammu & Kashmir,2018-10-07 06:00:00,18,36,1013,8,0.0,Sunny
Jammu & Kashmir,2018-10-07 09:00:00,27,26,1014,11,0.0,Sunny
Jammu & Kashmir,2018-10-07 12:00:00,30,25,1012,14,0.0,Sunny
Jammu & Kashmir,2018-10-07 15:00:00,31,35,1011,8,0.0,Sunny
Jammu & Kashmir,2018-10-07 18:00:00,26,38,1011,10,0.0,Clear
Jammu & Kashmir,2018-10-07 21:00:00,21,41,1012,9,0.0,Clear
Jammu & Kashmir,2018-10-08 00:00:00,19,42,1012,11,0.0,Clear
Jammu & Kashmir,2018-10-08 03:00:00,17,40,1011,9,0.0,Clear
Jammu & Kashmir,2018-10-08 06:00:00,18,35,1012,9,0.0,Sunny
Jammu & Kashmir,2018-10-08 09:00:00,27,24,1012,8,0.0,Sunny
Jammu & Kashmir,2018-10-08 12:00:00,31,22,1010,13,0.0,Sunny
Jammu & Kashmir,2018-10-08 15:00:00,30,33,1009,11,0.0,Cloudy
Jammu & Kashmir,2018-10-08 18:00:00,26,31,1009,11,0.0,Clear
Jammu & Kashmir,2018-10-08 21:00:00,20,30,1009,15,0.0,Clear
Arunachal Pradesh,2018-09-12 00:00:00,22,98,1008,18,0.3,Patchy rain possible
Arunachal Pradesh,2018-09-12 03:00:00,21,99,1006,18,0.8,Moderate rain at times
Arunachal Pradesh,2018-09-12 06:00:00,22,98,1008,13,2.1,Moderate or heavy rain shower
Arunachal Pradesh,2018-09-12 09:00:00,23,95,1008,19,1.8,Moderate or heavy rain shower
Arunachal Pradesh,2018-09-12 12:00:00,24,91,1006,24,2.7,Moderate or heavy rain shower
Arunachal Pradesh,2018-09-12 15:00:00,23,98,1004,27,4.9,Moderate or heavy rain shower
Arunachal Pradesh,2018-09-12 18:00:00,23,99,1006,13,0.9,Moderate rain at times
Arunachal Pradesh,2018-09-12 21:00:00,22,99,1007,15,2.3,Moderate or heavy rain shower
Arunachal Pradesh,2018-09-13 00:00:00,22,99,1006,14,1.3,Heavy rain at times
Arunachal Pradesh,2018-09-13 03:00:00,21,99,1005,14,0.2,Patchy rain possible
Arunachal Pradesh,2018-09-13 06:00:00,22,96,1006,10,2.7,Moderate or heavy rain shower
Arunachal Pradesh,2018-09-13 09:00:00,25,83,1007,17,2.4,Moderate or heavy rain shower
Arunachal Pradesh,2018-09-13 12:00:00,25,84,1006,24,0.9,Moderate rain at times
Arunachal Pradesh,2018-09-13 15:00:00,24,96,1004,23,0.4,Patchy rain possible
Arunachal Pradesh,2018-09-13 18:00:00,23,96,1006,13,0.3,Patchy rain possible
Arunachal Pradesh,2018-09-13 21:00:00,23,97,1009,15,0.6,Moderate rain at times
Arunachal Pradesh,2018-09-14 00:00:00,22,97,1008,15,0.3,Patchy rain possible
Arunachal Pradesh,2018-09-14 03:00:00,21,97,1007,8,0.3,Patchy rain possible
Arunachal Pradesh,2018-09-14 06:00:00,22,92,1009,8,0.1,Patchy rain possible
Arunachal Pradesh,2018-09-14 09:00:00,25,79,1010,18,0.1,Patchy rain possible
Arunachal Pradesh,2018-09-14 12:00:00,27,73,1008,24,0.0,Cloudy
Arunachal Pradesh,2018-09-14 15:00:00,25,90,1006,16,2.3,Moderate or heavy rain shower
Arunachal Pradesh,2018-09-14 18:00:00,23,94,1009,13,1.5,Moderate or heavy rain shower
Arunachal Pradesh,2018-09-14 21:00:00,23,92,1011,11,2.9,Moderate or heavy rain shower
Arunachal Pradesh,2018-09-15 00:00:00,22,92,1011,11,3.2,Moderate or heavy rain shower
Arunachal Pradesh,2018-09-15 03:00:00,21,91,1009,6,2.2,Moderate or heavy rain shower
Arunachal Pradesh,2018-09-15 06:00:00,24,73,1011,4,0.8,Moderate rain at times
Arunachal Pradesh,2018-09-15 09:00:00,27,64,1010,10,0.2,Patchy rain possible
Arunachal Pradesh,2018-09-15 12:00:00,29,66,1008,18,0.0,Sunny
Arunachal Pradesh,2018-09-15 15:00:00,25,84,1007,14,0.1,Patchy rain possible
Arunachal Pradesh,2018-09-15 18:00:00,25,84,1007,9,0.0,Clear
Arunachal Pradesh,2018-09-15 21:00:00,24,83,1009,7,0.0,Clear
Arunachal Pradesh,2018-09-16 00:00:00,23,82,1008,8,0.0,Clear
Arunachal Pradesh,2018-09-16 03:00:00,23,83,1008,6,0.0,Clear
Arunachal Pradesh,2018-09-16 06:00:00,27,65,1010,5,0.0,Sunny
Arunachal Pradesh,2018-09-16 09:00:00,30,60,1007,11,0.0,Sunny
Arunachal Pradesh,2018-09-16 12:00:00,31,63,1005,11,0.0,Sunny
Arunachal Pradesh,2018-09-16 15:00:00,28,81,1003,11,0.0,Sunny
Arunachal Pradesh,2018-09-16 18:00:00,26,83,1004,7,0.0,Clear
Arunachal Pradesh,2018-09-16 21:00:00,25,83,1006,7,0.0,Clear
Arunachal Pradesh,2018-09-17 00:00:00,24,83,1006,5,0.0,Clear
Arunachal Pradesh,2018-09-17 03:00:00,23,84,1005,5,0.0,Clear
Arunachal Pradesh,2018-09-17 06:00:00,28,64,1007,4,0.0,Sunny
Arunachal Pradesh,2018-09-17 09:00:00,31,59,1005,13,0.0,Sunny
Arunachal Pradesh,2018-09-17 12:00:00,32,60,1003,14,0.0,Sunny
Arunachal Pradesh,2018-09-17 15:00:00,30,78,1001,12,0.0,Sunny
Arunachal Pradesh,2018-09-17 18:00:00,26,81,1002,8,0.0,Clear
Arunachal Pradesh,2018-09-17 21:00:00,25,82,1005,8,0.0,Clear
Arunachal Pradesh,2018-09-18 00:00:00,25,83,1006,5,0.0,Clear
Arunachal Pradesh,2018-09-18 03:00:00,23,85,1005,6,0.0,Clear
Arunachal Pradesh,2018-09-18 06:00:00,28,64,1007,8,0.0,Sunny
Arunachal Pradesh,2018-09-18 09:00:00,30,57,1005,15,0.0,Sunny
Arunachal Pradesh,2018-09-18 12:00:00,31,58,1003,11,0.0,Sunny
Arunachal Pradesh,2018-09-18 15:00:00,30,77,1001,12,0.0,Sunny
Arunachal Pradesh,2018-09-18 18:00:00,26,80,1004,9,0.0,Clear
Arunachal Pradesh,2018-09-18 21:00:00,26,81,1007,10,0.0,Clear
Arunachal Pradesh,2018-09-19 00:00:00,25,80,1007,7,0.0,Clear
Arunachal Pradesh,2018-09-19 03:00:00,23,82,1006,6,0.0,Clear
Arunachal Pradesh,2018-09-19 06:00:00,26,66,1009,11,0.0,Sunny
Arunachal Pradesh,2018-09-19 09:00:00,30,54,1008,19,0.0,Sunny
Arunachal Pradesh,2018-09-19 12:00:00,30,62,1005,18,0.0,Partly cloudy
Arunachal Pradesh,2018-09-19 15:00:00,28,82,1004,21,0.0,Partly cloudy
Arunachal Pradesh,2018-09-19 18:00:00,26,77,1006,16,0.0,Clear
Arunachal Pradesh,2018-09-19 21:00:00,25,74,1008,11,0.0,Clear
Arunachal Pradesh,2018-09-20 00:00:00,25,73,1008,11,0.0,Partly cloudy
Arunachal Pradesh,2018-09-20 03:00:00,24,75,1007,12,0.0,Partly cloudy
Arunachal Pradesh,2018-09-20 06:00:00,27,66,1009,21,0.0,Partly cloudy
Arunachal Pradesh,2018-09-20 09:00:00,29,64,1010,18,0.1,Patchy rain possible
Arunachal Pradesh,2018-09-20 12:00:00,30,74,1009,19,0.0,Overcast
Arunachal Pradesh,2018-09-20 15:00:00,28,84,1008,9,0.1,Patchy rain possible
Arunachal Pradesh,2018-09-20 18:00:00,26,87,1009,8,0.0,Clear
Arunachal Pradesh,2018-09-20 21:00:00,26,87,1012,9,0.0,Cloudy
Arunachal Pradesh,2018-09-21 00:00:00,25,87,1011,8,0.0,Partly cloudy
Arunachal Pradesh,2018-09-21 03:00:00,23,90,1011,10,0.0,Partly cloudy
Arunachal Pradesh,2018-09-21 06:00:00,26,75,1013,11,0.5,Moderate rain at times
Arunachal Pradesh,2018-09-21 09:00:00,27,67,1012,17,0.3,Patchy rain possible
Arunachal Pradesh,2018-09-21 12:00:00,28,69,1011,14,0.0,Sunny
Arunachal Pradesh,2018-09-21 15:00:00,27,84,1010,11,0.1,Patchy rain possible
Arunachal Pradesh,2018-09-21 18:00:00,26,86,1012,8,0.0,Clear
Arunachal Pradesh,2018-09-21 21:00:00,24,87,1015,7,0.6,Moderate rain at times
Arunachal Pradesh,2018-09-22 00:00:00,23,85,1014,14,0.0,Clear
Arunachal Pradesh,2018-09-22 03:00:00,22,87,1014,9,0.6,Moderate rain at times
Arunachal Pradesh,2018-09-22 06:00:00,26,73,1015,12,0.3,Patchy rain possible
Arunachal Pradesh,2018-09-22 09:00:00,27,68,1014,20,0.1,Patchy rain possible
Arunachal Pradesh,2018-09-22 12:00:00,28,70,1012,29,0.1,Patchy rain possible
Arunachal Pradesh,2018-09-22 15:00:00,25,86,1010,24,0.4,Patchy rain possible
Arunachal Pradesh,2018-09-22 18:00:00,25,90,1012,9,0.0,Clear
Arunachal Pradesh,2018-09-22 21:00:00,24,91,1015,19,0.3,Patchy rain possible
Arunachal Pradesh,2018-09-23 00:00:00,23,93,1014,5,0.2,Patchy rain possible
Arunachal Pradesh,2018-09-23 03:00:00,23,94,1013,11,0.2,Patchy rain possible
Arunachal Pradesh,2018-09-23 06:00:00,25,86,1014,13,0.0,Partly cloudy
Arunachal Pradesh,2018-09-23 09:00:00,28,68,1013,22,0.1,Patchy rain possible
Arunachal Pradesh,2018-09-23 12:00:00,29,70,1011,26,0.6,Moderate rain at times
Arunachal Pradesh,2018-09-23 15:00:00,26,87,1009,14,0.0,Sunny
Arunachal Pradesh,2018-09-23 18:00:00,24,92,1011,6,0.0,Clear
Arunachal Pradesh,2018-09-23 21:00:00,24,93,1013,12,1.3,Heavy rain at times
Arunachal Pradesh,2018-09-24 00:00:00,23,94,1012,11,0.1,Patchy rain possible
Arunachal Pradesh,2018-09-24 03:00:00,22,93,1010,15,1.6,Moderate or heavy rain shower
Arunachal Pradesh,2018-09-24 06:00:00,25,85,1012,16,5.3,Moderate or heavy rain shower
Arunachal Pradesh,2018-09-24 09:00:00,25,89,1011,25,2.8,Moderate or heavy rain shower
Arunachal Pradesh,2018-09-24 12:00:00,26,89,1009,29,1.1,Heavy rain at times
Arunachal Pradesh,2018-09-24 15:00:00,24,95,1007,26,1.8,Moderate or heavy rain shower
Arunachal Pradesh,2018-09-24 18:00:00,23,97,1010,18,0.1,Patchy rain possible
Arunachal Pradesh,2018-09-24 21:00:00,22,97,1011,17,0.2,Patchy rain possible
Arunachal Pradesh,2018-09-25 00:00:00,22,96,1010,13,0.5,Moderate rain at times
Arunachal Pradesh,2018-09-25 03:00:00,21,96,1009,19,0.8,Moderate rain at times
Arunachal Pradesh,2018-09-25 06:00:00,22,96,1011,19,1.7,Moderate or heavy rain shower
Arunachal Pradesh,2018-09-25 09:00:00,24,84,1009,21,0.9,Moderate rain at times
