loc,ts,tempC,humidity,pressure,windGustKmph,precipMM,weatherDescValue
Himachal Pradesh,2018-10-06 15:00:00,19,58,1015,32,0.0,Cloudy
Himachal Pradesh,2018-10-06 18:00:00,14,60,1017,15,0.0,Clear
Himachal Pradesh,2018-10-06 21:00:00,13,53,1017,15,0.0,Clear
Himachal Pradesh,2018-10-07 00:00:00,11,44,1017,17,0.0,Clear
Himachal Pradesh,2018-10-07 03:00:00,10,39,1017,14,0.0,Clear
Himachal Pradesh,2018-10-07 06:00:00,10,44,1017,13,0.0,Sunny
Himachal Pradesh,2018-10-07 09:00:00,19,31,1016,11,0.0,Sunny
Himachal Pradesh,2018-10-07 12:00:00,20,37,1014,20,0.0,Sunny
Himachal Pradesh,2018-10-07 15:00:00,17,61,1014,26,0.0,Sunny
Himachal Pradesh,2018-10-07 18:00:00,13,68,1015,19,0.0,Clear
Himachal Pradesh,2018-10-07 21:00:00,12,66,1016,13,0.0,Clear
Himachal Pradesh,2018-10-08 00:00:00,11,62,1015,15,0.0,Clear
Himachal Pradesh,2018-10-08 03:00:00,10,56,1016,16,0.0,Clear
Himachal Pradesh,2018-10-08 06:00:00,11,50,1015,12,0.0,Sunny
Himachal Pradesh,2018-10-08 09:00:00,18,32,1014,11,0.0,Sunny
Himachal Pradesh,2018-10-08 12:00:00,21,36,1012,26,0.0,Sunny
Himachal Pradesh,2018-10-08 15:00:00,20,61,1013,27,0.0,Sunny
Himachal Pradesh,2018-10-08 18:00:00,15,63,1014,13,0.0,Clear
Himachal Pradesh,2018-10-08 21:00:00,13,56,1014,12,0.0,Clear
Meghalaya,2018-09-12 00:00:00,20,98,1009,32,0.0,Overcast
Meghalaya,2018-09-12 03:00:00,20,98,1007,30,0.1,Patchy rain possible
Meghalaya,2018-09-12 06:00:00,19,95,1008,25,2.9,Moderate or heavy rain shower
Meghalaya,2018-09-12 09:00:00,21,90,1008,37,0.2,Patchy rain possible
Meghalaya,2018-09-12 12:00:00,21,88,1007,37,2.4,Moderate or heavy rain shower
Meghalaya,2018-09-12 15:00:00,19,98,1005,33,0.5,Moderate rain at times
Meghalaya,2018-09-12 18:00:00,20,98,1006,25,0.0,Overcast
Meghalaya,2018-09-12 21:00:00,20,98,1008,28,0.0,Overcast
Meghalaya,2018-09-13 00:00:00,20,98,1006,39,0.1,Patchy rain possible
Meghalaya,2018-09-13 03:00:00,20,98,1006,35,2.1,Moderate or heavy rain shower
Meghalaya,2018-09-13 06:00:00,19,96,1007,32,3.5,Moderate or heavy rain shower
Meghalaya,2018-09-13 09:00:00,22,87,1009,35,3.0,Moderate or heavy rain shower
Meghalaya,2018-09-13 12:00:00,23,80,1007,30,0.2,Patchy rain possible
Meghalaya,2018-09-13 15:00:00,19,96,1005,23,0.2,Patchy rain possible
Meghalaya,2018-09-13 18:00:00,18,97,1007,17,0.0,Partly cloudy
Meghalaya,2018-09-13 21:00:00,19,95,1009,25,0.0,Overcast
Meghalaya,2018-09-14 00:00:00,19,96,1009,29,0.0,Cloudy
Meghalaya,2018-09-14 03:00:00,20,96,1008,20,0.0,Partly cloudy
Meghalaya,2018-09-14 06:00:00,21,83,1009,21,0.0,Cloudy
Meghalaya,2018-09-14 09:00:00,23,84,1011,29,0.1,Patchy rain possible
Meghalaya,2018-09-14 12:00:00,22,87,1008,25,0.3,Patchy rain possible
Meghalaya,2018-09-14 15:00:00,20,97,1007,18,3.6,Moderate or heavy rain shower
Meghalaya,2018-09-14 18:00:00,20,98,1009,16,1.1,Heavy rain at times
Meghalaya,2018-09-14 21:00:00,19,97,1011,9,0.0,Cloudy
Meghalaya,2018-09-15 00:00:00,18,96,1010,9,0.0,Partly cloudy
Meghalaya,2018-09-15 03:00:00,17,96,1009,5,0.0,Partly cloudy
Meghalaya,2018-09-15 06:00:00,20,83,1011,6,0.0,Cloudy
Meghalaya,2018-09-15 09:00:00,22,84,1013,19,1.0,Heavy rain at times
Meghalaya,2018-09-15 12:00:00,23,85,1010,20,0.4,Patchy rain possible
Meghalaya,2018-09-15 15:00:00,21,95,1007,16,2.4,Moderate or heavy rain shower
Meghalaya,2018-09-15 18:00:00,20,97,1009,3,0.3,Patchy rain possible
Meghalaya,2018-09-15 21:00:00,20,96,1011,4,0.0,Cloudy
Meghalaya,2018-09-16 00:00:00,18,95,1010,8,0.0,Partly cloudy
Meghalaya,2018-09-16 03:00:00,18,94,1009,7,0.0,Clear
Meghalaya,2018-09-16 06:00:00,21,80,1010,9,0.0,Sunny
Meghalaya,2018-09-16 09:00:00,24,73,1010,18,0.0,Cloudy
Meghalaya,2018-09-16 12:00:00,24,75,1007,17,0.4,Patchy rain possible
Meghalaya,2018-09-16 15:00:00,21,91,1005,16,1.8,Moderate or heavy rain shower
Meghalaya,2018-09-16 18:00:00,22,95,1006,4,1.1,Heavy rain at times
Meghalaya,2018-09-16 21:00:00,20,95,1008,1,1.6,Moderate or heavy rain shower
Meghalaya,2018-09-17 00:00:00,19,94,1008,10,0.0,Cloudy
Meghalaya,2018-09-17 03:00:00,19,94,1007,6,0.0,Cloudy
Meghalaya,2018-09-17 06:00:00,21,76,1008,4,0.0,Sunny
Meghalaya,2018-09-17 09:00:00,25,65,1008,13,0.0,Sunny
Meghalaya,2018-09-17 12:00:00,25,74,1005,15,0.0,Overcast
Meghalaya,2018-09-17 15:00:00,22,91,1003,10,0.0,Cloudy
Meghalaya,2018-09-17 18:00:00,21,96,1005,6,0.0,Partly cloudy
Meghalaya,2018-09-17 21:00:00,20,95,1008,6,1.1,Heavy rain at times
Meghalaya,2018-09-18 00:00:00,19,94,1008,3,0.0,Cloudy
Meghalaya,2018-09-18 03:00:00,19,93,1007,5,0.0,Clear
Meghalaya,2018-09-18 06:00:00,21,77,1007,9,0.0,Sunny
Meghalaya,2018-09-18 09:00:00,26,64,1008,17,0.1,Patchy rain possible
Meghalaya,2018-09-18 12:00:00,26,72,1005,16,0.1,Patchy rain possible
Meghalaya,2018-09-18 15:00:00,23,91,1004,14,0.2,Patchy rain possible
Meghalaya,2018-09-18 18:00:00,22,96,1006,7,0.0,Partly cloudy
Meghalaya,2018-09-18 21:00:00,21,96,1009,1,0.4,Patchy rain possible
Meghalaya,2018-09-19 00:00:00,21,95,1009,7,0.0,Cloudy
Meghalaya,2018-09-19 03:00:00,19,94,1008,8,0.0,Overcast
Meghalaya,2018-09-19 06:00:00,21,78,1010,15,0.0,Sunny
Meghalaya,2018-09-19 09:00:00,25,72,1010,22,0.1,Patchy rain possible
Meghalaya,2018-09-19 12:00:00,24,79,1007,24,0.3,Patchy rain possible
Meghalaya,2018-09-19 15:00:00,22,93,1005,17,0.0,Cloudy
Meghalaya,2018-09-19 18:00:00,21,93,1008,8,0.0,Cloudy
Meghalaya,2018-09-19 21:00:00,20,93,1009,8,1.8,Moderate or heavy rain shower
Meghalaya,2018-09-20 00:00:00,20,92,1009,13,0.0,Cloudy
Meghalaya,2018-09-20 03:00:00,19,91,1008,12,0.0,Cloudy
Meghalaya,2018-09-20 06:00:00,21,80,1011,19,0.0,Partly cloudy
Meghalaya,2018-09-20 09:00:00,22,80,1012,24,1.3,Heavy rain at times
Meghalaya,2018-09-20 12:00:00,23,84,1010,18,1.5,Moderate or heavy rain shower
Meghalaya,2018-09-20 15:00:00,20,93,1009,20,1.4,Heavy rain at times
Meghalaya,2018-09-20 18:00:00,19,92,1011,4,0.0,Partly cloudy
Meghalaya,2018-09-20 21:00:00,19,88,1013,15,0.0,Cloudy
Meghalaya,2018-09-21 00:00:00,19,88,1013,12,0.1,Patchy rain possible
Meghalaya,2018-09-21 03:00:00,19,88,1012,11,0.1,Patchy rain possible
Meghalaya,2018-09-21 06:00:00,22,76,1013,5,0.0,Partly cloudy
Meghalaya,2018-09-21 09:00:00,24,82,1015,18,1.2,Heavy rain at times
Meghalaya,2018-09-21 12:00:00,23,86,1012,21,1.1,Heavy rain at times
Meghalaya,2018-09-21 15:00:00,20,95,1011,19,2.3,Moderate or heavy rain shower
Meghalaya,2018-09-21 18:00:00,19,97,1014,12,0.0,Partly cloudy
Meghalaya,2018-09-21 21:00:00,19,95,1016,10,0.0,Cloudy
Meghalaya,2018-09-22 00:00:00,18,93,1016,13,0.0,Clear
Meghalaya,2018-09-22 03:00:00,19,93,1015,16,0.0,Partly cloudy
Meghalaya,2018-09-22 06:00:00,21,77,1015,12,0.0,Partly cloudy
Meghalaya,2018-09-22 09:00:00,23,83,1016,18,0.1,Patchy rain possible
Meghalaya,2018-09-22 12:00:00,22,85,1013,20,0.2,Patchy rain possible
Meghalaya,2018-09-22 15:00:00,20,96,1012,14,0.0,Partly cloudy
Meghalaya,2018-09-22 18:00:00,20,98,1014,7,0.0,Cloudy
Meghalaya,2018-09-22 21:00:00,18,96,1016,11,0.0,Partly cloudy
Meghalaya,2018-09-23 00:00:00,18,95,1015,14,0.0,Partly cloudy
Meghalaya,2018-09-23 03:00:00,18,95,1014,13,0.0,Partly cloudy
Meghalaya,2018-09-23 06:00:00,19,83,1016,13,0.0,Partly cloudy
Meghalaya,2018-09-23 09:00:00,22,84,1015,15,0.3,Patchy rain possible
Meghalaya,2018-09-23 12:00:00,22,88,1013,17,0.3,Patchy rain possible
Meghalaya,2018-09-23 15:00:00,20,96,1011,12,0.2,Patchy rain possible
Meghalaya,2018-09-23 18:00:00,20,97,1013,11,0.0,Cloudy
Meghalaya,2018-09-23 21:00:00,19,98,1014,11,0.0,Cloudy
Meghalaya,2018-09-24 00:00:00,19,98,1013,15,0.0,Overcast
Meghalaya,2018-09-24 03:00:00,18,97,1012,16,0.0,Overcast
Meghalaya,2018-09-24 06:00:00,21,80,1013,21,0.0,Partly cloudy
Meghalaya,2018-09-24 09:00:00,24,73,1012,26,0.1,Patchy rain possible
Meghalaya,2018-09-24 12:00:00,23,81,1010,26,0.3,Patchy rain possible
Meghalaya,2018-09-24 15:00:00,21,96,1009,23,0.2,Patchy rain possible
Meghalaya,2018-09-24 18:00:00,20,97,1010,15,0.0,Overcast
Meghalaya,2018-09-24 21:00:00,19,96,1012,21,0.0,Partly cloudy
Meghalaya,2018-09-25 00:00:00,19,96,1011,21,0.0,Partly cloudy
Meghalaya,2018-09-25 03:00:00,19,97,1010,20,0.0,Partly cloudy
Meghalaya,2018-09-25 06:00:00,20,86,1011,24,0.0,Partly cloudy
Meghalaya,2018-09-25 09:00:00,20,89,1012,26,4.7,Moderate or heavy rain shower
Meghalaya,2018-09-25 12:00:00,21,92,1009,27,0.3,Patchy rain possible
Meghalaya,2018-09-25 15:00:00,20,98,1007,20,0.0,Cloudy
Meghalaya,2018-09-25 18:00:00,20,98,1008,12,0.0,Overcast
Meghalaya,2018-09-25 21:00:00,19,98,1010,18,0.0,Overcast
Meghalaya,2018-09-26 00:00:00,19,98,1009,19,0.0,Cloudy
Meghalaya,2018-09-26 03:00:00,19,99,1009,22,0.0,Overcast
Meghalaya,2018-09-26 06:00:00,20,93,1010,21,0.2,Patchy rain possible
Meghalaya,2018-09-26 09:00:00,22,89,1011,23,0.3,Patchy rain possible
Meghalaya,2018-09-26 12:00:00,22,89,1009,24,0.2,Patchy rain possible
Meghalaya,2018-09-26 15:00:00,21,96,1007,23,0.2,Patchy rain possible
Meghalaya,2018-09-26 18:00:00,20,98,1010,8,0.0,Cloudy
Meghalaya,2018-09-26 21:00:00,19,98,1011,18,0.0,Cloudy
Meghalaya,2018-09-27 00:00:00,19,97,1011,17,0.0,Cloudy
Meghalaya,2018-09-27 03:00:00,19,97,1009,15,0.0,Cloudy
Meghalaya,2018-09-27 06:00:00,20,89,1011,18,0.0,Partly cloudy
Meghalaya,2018-09-27 09:00:00,23,80,1011,16,0.1,Patchy rain possible
Meghalaya,2018-09-27 12:00:00,22,86,1010,17,0.1,Patchy rain possible
Meghalaya,2018-09-27 15:00:00,21,95,1008,14,0.2,Patchy rain possible
Meghalaya,2018-09-27 18:00:00,19,97,1011,9,0.0,Cloudy
Meghalaya,2018-09-27 21:00:00,18,97,1012,13,0.0,Partly cloudy
Meghalaya,2018-09-28 00:00:00,18,97,1012,13,0.0,Partly cloudy
Meghalaya,2018-09-28 03:00:00,18,97,1010,11,0.0,Partly cloudy
Meghalaya,2018-09-28 06:00:00,19,81,1012,14,0.0,Cloudy
Meghalaya,2018-09-28 09:00:00,23,81,1012,10,0.0,Cloudy
Meghalaya,2018-09-28 12:00:00,22,89,1010,15,0.0,Overcast
Meghalaya,2018-09-28 15:00:00,21,96,1008,15,0.0,Partly cloudy
Meghalaya,2018-09-28 18:00:00,20,97,1012,7,0.0,Cloudy
Meghalaya,2018-09-28 21:00:00,18,97,1013,6,0.0,Cloudy
Meghalaya,2018-09-29 00:00:00,18,97,1012,7,0.0,Partly cloudy
Meghalaya,2018-09-29 03:00:00,18,96,1011,10,0.0,Partly cloudy
Meghalaya,2018-09-29 06:00:00,20,87,1012,6,0.0,Partly cloudy
Meghalaya,2018-09-29 09:00:00,23,84,1012,10,0.1,Patchy rain possible
Meghalaya,2018-09-29 12:00:00,22,87,1010,13,0.1,Patchy rain possible
Meghalaya,2018-09-29 15:00:00,21,94,1008,13,0.0,Cloudy
Meghalaya,2018-09-29 18:00:00,20,97,1011,13,0.0,Partly cloudy
Meghalaya,2018-09-29 21:00:00,19,97,1012,12,0.0,Partly cloudy
Meghalaya,2018-09-30 00:00:00,18,97,1011,13,0.0,Partly cloudy
Meghalaya,2018-09-30 03:00:00,18,96,1010,12,0.0,Partly cloudy
Meghalaya,2018-09-30 06:00:00,19,86,1012,14,0.0,Partly cloudy
Meghalaya,2018-09-30 09:00:00,22,88,1012,15,0.2,Patchy rain possible
Meghalaya,2018-09-30 12:00:00,22,89,1009,16,0.1,Patchy rain possible
Meghalaya,2018-09-30 15:00:00,21,95,1007,15,0.1,Patchy rain possible
Meghalaya,2018-09-30 18:00:00,19,97,1010,13,0.0,Partly cloudy
Meghalaya,2018-09-30 21:00:00,19,97,1012,15,0.0,Partly cloudy
Meghalaya,2018-10-01 00:00:00,19,97,1011,15,0.0,Partly cloudy
Meghalaya,2018-10-01 03:00:00,18,96,1011,17,0.0,Partly cloudy
Meghalaya,2018-10-01 06:00:00,19,77,1012,16,0.0,Partly cloudy
Meghalaya,2018-10-01 09:00:00,24,64,1013,16,0.0,Sunny
Meghalaya,2018-10-01 12:00:00,23,70,1010,23,0.0,Sunny
Meghalaya,2018-10-01 15:00:00,21,91,1008,21,0.0,Partly cloudy
Meghalaya,2018-10-01 18:00:00,19,95,1011,6,0.0,Cloudy
Meghalaya,2018-10-01 21:00:00,17,95,1013,16,0.0,Overcast
Meghalaya,2018-10-02 00:00:00,18,94,1013,15,0.0,Partly cloudy
Meghalaya,2018-10-02 03:00:00,16,94,1011,18,0.0,Cloudy
Meghalaya,2018-10-02 06:00:00,19,73,1014,18,0.0,Partly cloudy
Meghalaya,2018-10-02 09:00:00,22,69,1013,19,0.0,Partly cloudy
Meghalaya,2018-10-02 12:00:00,21,82,1010,18,0.0,Cloudy
Meghalaya,2018-10-02 15:00:00,20,93,1009,14,0.0,Partly cloudy
Meghalaya,2018-10-02 18:00:00,19,94,1012,9,0.1,Patchy rain possible
Meghalaya,2018-10-02 21:00:00,18,94,1013,7,0.0,Partly cloudy
Meghalaya,2018-10-03 00:00:00,16,95,1012,11,0.0,Clear
Meghalaya,2018-10-03 03:00:00,15,94,1012,14,0.0,Partly cloudy
Meghalaya,2018-10-03 06:00:00,18,72,1013,15,0.0,Sunny
Meghalaya,2018-10-03 09:00:00,22,67,1014,12,0.0,Cloudy
Meghalaya,2018-10-03 12:00:00,22,75,1012,13,0.0,Cloudy
Meghalaya,2018-10-03 15:00:00,19,92,1010,12,0.0,Partly cloudy
Meghalaya,2018-10-03 18:00:00,18,94,1012,1,0.0,Partly cloudy
Meghalaya,2018-10-03 21:00:00,17,95,1015,6,0.0,Cloudy
Meghalaya,2018-10-04 00:00:00,16,96,1014,4,0.0,Partly cloudy
Meghalaya,2018-10-04 03:00:00,16,96,1013,3,0.0,Partly cloudy
Meghalaya,2018-10-04 06:00:00,18,76,1015,4,0.0,Sunny
Meghalaya,2018-10-04 09:00:00,22,70,1015,9,0.0,Sunny
Meghalaya,2018-10-04 12:00:00,22,70,1012,11,0.0,Cloudy
Meghalaya,2018-10-04 15:00:00,19,91,1011,13,0.0,Sunny
Meghalaya,2018-10-04 18:00:00,18,93,1013,2,0.0,Clear
Meghalaya,2018-10-04 21:00:00,16,92,1015,11,0.0,Clear
Meghalaya,2018-10-05 00:00:00,16,92,1014,9,0.0,Partly cloudy
Meghalaya,2018-10-05 03:00:00,17,93,1014,3,0.0,Partly cloudy
Meghalaya,2018-10-05 06:00:00,19,80,1015,3,0.0,Partly cloudy
Meghalaya,2018-10-05 09:00:00,22,71,1016,9,0.0,Sunny
Meghalaya,2018-10-05 12:00:00,22,73,1012,12,0.0,Cloudy
Meghalaya,2018-10-05 15:00:00,19,91,1011,12,0.0,Cloudy
Meghalaya,2018-10-05 18:00:00,18,93,1013,6,0.0,Partly cloudy
Meghalaya,2018-10-05 21:00:00,17,94,1014,5,0.0,Partly cloudy
Meghalaya,2018-10-06 00:00:00,16,94,1014,5,0.0,Cloudy
Meghalaya,2018-10-06 03:00:00,15,94,1012,6,0.0,Cloudy
Meghalaya,2018-10-06 06:00:00,18,74,1014,10,0.0,Partly cloudy
Meghalaya,2018-10-06 09:00:00,22,72,1015,9,0.0,Partly cloudy
Meghalaya,2018-10-06 12:00:00,22,73,1012,14,0.1,Patchy rain possible
Meghalaya,2018-10-06 15:00:00,19,92,1010,12,0.0,Cloudy
Meghalaya,2018-10-06 18:00:00,17,95,1012,5,0.0,Partly cloudy
Meghalaya,2018-10-06 21:00:00,16,95,1014,7,0.0,Clear
Meghalaya,2018-10-07 00:00:00,15,94,1013,11,0.0,Partly cloudy
Meghalaya,2018-10-07 03:00:00,15,92,1013,10,0.0,Partly cloudy
Meghalaya,2018-10-07 06:00:00,18,78,1015,9,0.0,Partly cloudy
Meghalaya,2018-10-07 09:00:00,22,67,1015,10,0.0,Sunny
Meghalaya,2018-10-07 12:00:00,22,68,1011,16,0.0,Cloudy
Meghalaya,2018-10-07 15:00:00,18,91,1010,13,0.0,Partly cloudy
Meghalaya,2018-10-07 18:00:00,17,94,1012,5,0.0,Clear
Meghalaya,2018-10-07 21:00:00,15,94,1013,11,0.0,Partly cloudy
Meghalaya,2018-10-08 00:00:00,14,93,1013,13,0.0,Partly cloudy
Meghalaya,2018-10-08 03:00:00,14,93,1012,13,0.0,Partly cloudy
Meghalaya,2018-10-08 06:00:00,17,72,1013,14,0.0,Partly cloudy
Meghalaya,2018-10-08 09:00:00,22,68,1013,11,0.1,Patchy rain possible
Meghalaya,2018-10-08 12:00:00,21,70,1010,16,0.0,Cloudy
Meghalaya,2018-10-08 15:00:00,18,91,1010,13,0.0,Sunny
Meghalaya,2018-10-08 18:00:00,16,93,1011,9,0.0,Partly cloudy
Meghalaya,2018-10-08 21:00:00,14,93,1013,16,0.0,Clear
Chhattisgarh,2018-09-12 00:00:00,25,79,1009,15,0.0,Clear
Chhattisgarh,2018-09-12 03:00:00,24,82,1009,16,0.0,Clear
Chhattisgarh,2018-09-12 06:00:00,26,74,1010,15,0.0,Sunny
Chhattisgarh,2018-09-12 09:00:00,30,56,1008,22,0.0,Partly cloudy
Chhattisgarh,2018-09-12 12:00:00,32,51,1006,28,0.0,Sunny
Chhattisgarh,2018-09-12 15:00:00,30,64,1006,28,0.0,Sunny
Chhattisgarh,2018-09-12 18:00:00,27,68,1007,20,0.0,Clear
Chhattisgarh,2018-09-12 21:00:00,26,76,1008,19,0.0,Clear
Chhattisgarh,2018-09-13 00:00:00,25,80,1007,18,0.0,Clear
Chhattisgarh,2018-09-13 03:00:00,24,84,1007,17,0.0,Clear
Chhattisgarh,2018-09-13 06:00:00,26,72,1008,12,0.0,Sunny
Chhattisgarh,2018-09-13 09:00:00,30,53,1007,17,0.0,Sunny
Chhattisgarh,2018-09-13 12:00:00,33,49,1006,21,0.1,Patchy rain possible
Chhattisgarh,2018-09-13 15:00:00,30,63,1005,25,0.0,Sunny
Chhattisgarh,2018-09-13 18:00:00,27,67,1007,18,0.0,Clear
Chhattisgarh,2018-09-13 21:00:00,26,73,1009,16,0.0,Clear
Chhattisgarh,2018-09-14 00:00:00,25,75,1008,11,0.0,Clear
Chhattisgarh,2018-09-14 03:00:00,24,79,1008,9,0.0,Clear
Chhattisgarh,2018-09-14 06:00:00,26,71,1009,9,0.0,Sunny
Chhattisgarh,2018-09-14 09:00:00,30,54,1009,13,0.0,Sunny
Chhattisgarh,2018-09-14 12:00:00,32,50,1007,16,0.0,Partly cloudy
Chhattisgarh,2018-09-14 15:00:00,31,59,1007,20,0.0,Partly cloudy
Chhattisgarh,2018-09-14 18:00:00,28,64,1008,13,0.0,Partly cloudy
Chhattisgarh,2018-09-14 21:00:00,26,73,1010,18,0.0,Partly cloudy
Chhattisgarh,2018-09-15 00:00:00,25,79,1009,13,0.0,Clear
Chhattisgarh,2018-09-15 03:00:00,25,82,1009,8,0.0,Clear
Chhattisgarh,2018-09-15 06:00:00,26,71,1011,9,0.0,Sunny
Chhattisgarh,2018-09-15 09:00:00,30,57,1009,12,0.0,Partly cloudy
Chhattisgarh,2018-09-15 12:00:00,32,50,1007,11,0.1,Patchy rain possible
Chhattisgarh,2018-09-15 15:00:00,32,60,1006,11,0.0,Partly cloudy
Chhattisgarh,2018-09-15 18:00:00,28,65,1008,9,0.0,Partly cloudy
Chhattisgarh,2018-09-15 21:00:00,27,73,1009,11,0.0,Partly cloudy
Chhattisgarh,2018-09-16 00:00:00,25,79,1008,11,0.0,Clear
Chhattisgarh,2018-09-16 03:00:00,25,82,1008,15,0.0,Clear
Chhattisgarh,2018-09-16 06:00:00,26,75,1009,14,0.0,Partly cloudy
Chhattisgarh,2018-09-16 09:00:00,30,60,1007,16,0.0,Partly cloudy
Chhattisgarh,2018-09-16 12:00:00,32,54,1005,20,0.1,Patchy rain possible
Chhattisgarh,2018-09-16 15:00:00,31,63,1005,16,0.0,Cloudy
Chhattisgarh,2018-09-16 18:00:00,28,67,1007,11,0.0,Partly cloudy
Chhattisgarh,2018-09-16 21:00:00,27,73,1007,10,0.0,Partly cloudy
Chhattisgarh,2018-09-17 00:00:00,26,76,1006,11,0.0,Partly cloudy
Chhattisgarh,2018-09-17 03:00:00,25,78,1007,8,0.0,Clear
Chhattisgarh,2018-09-17 06:00:00,26,78,1007,8,0.0,Cloudy
Chhattisgarh,2018-09-17 09:00:00,29,63,1005,9,0.1,Patchy rain possible
Chhattisgarh,2018-09-17 12:00:00,30,58,1004,19,0.0,Partly cloudy
Chhattisgarh,2018-09-17 15:00:00,30,70,1004,14,0.1,Patchy rain possible
Chhattisgarh,2018-09-17 18:00:00,27,75,1006,9,0.1,Patchy rain possible
Chhattisgarh,2018-09-17 21:00:00,26,80,1006,10,0.0,Partly cloudy
Chhattisgarh,2018-09-18 00:00:00,25,83,1006,11,0.0,Partly cloudy
Chhattisgarh,2018-09-18 03:00:00,24,82,1007,8,0.0,Partly cloudy
Chhattisgarh,2018-09-18 06:00:00,26,69,1007,11,0.2,Patchy rain possible
Chhattisgarh,2018-09-18 09:00:00,31,53,1006,12,0.0,Sunny
Chhattisgarh,2018-09-18 12:00:00,33,47,1004,17,0.0,Partly cloudy
Chhattisgarh,2018-09-18 15:00:00,32,59,1004,13,0.1,Patchy rain possible
Chhattisgarh,2018-09-18 18:00:00,29,68,1006,6,0.0,Partly cloudy
Chhattisgarh,2018-09-18 21:00:00,27,77,1007,10,0.0,Partly cloudy
Chhattisgarh,2018-09-19 00:00:00,25,81,1006,14,0.0,Partly cloudy
Chhattisgarh,2018-09-19 03:00:00,25,81,1007,11,0.0,Partly cloudy
Chhattisgarh,2018-09-19 06:00:00,26,69,1007,10,0.0,Sunny
Chhattisgarh,2018-09-19 09:00:00,31,54,1005,15,0.0,Sunny
Chhattisgarh,2018-09-19 12:00:00,34,47,1003,19,0.0,Sunny
Chhattisgarh,2018-09-19 15:00:00,32,59,1003,19,0.0,Sunny
Chhattisgarh,2018-09-19 18:00:00,29,61,1005,11,0.0,Clear
Chhattisgarh,2018-09-19 21:00:00,27,66,1005,11,0.0,Clear
Chhattisgarh,2018-09-20 00:00:00,26,70,1004,18,0.0,Clear
Chhattisgarh,2018-09-20 03:00:00,24,73,1004,18,0.0,Clear
Chhattisgarh,2018-09-20 06:00:00,27,70,1004,21,0.0,Sunny
Chhattisgarh,2018-09-20 09:00:00,30,64,1004,21,0.0,Partly cloudy
Chhattisgarh,2018-09-20 12:00:00,30,71,1002,28,0.0,Partly cloudy
Chhattisgarh,2018-09-20 15:00:00,29,83,1000,29,0.0,Cloudy
Chhattisgarh,2018-09-20 18:00:00,25,87,1003,27,0.8,Moderate rain at times
Chhattisgarh,2018-09-20 21:00:00,24,92,1002,21,0.3,Patchy rain possible
Chhattisgarh,2018-09-21 00:00:00,24,94,1000,30,0.4,Patchy rain possible
Chhattisgarh,2018-09-21 03:00:00,24,93,1000,32,1.8,Moderate or heavy rain shower
Chhattisgarh,2018-09-21 06:00:00,24,93,999,40,1.7,Moderate or heavy rain shower
Chhattisgarh,2018-09-21 09:00:00,26,91,999,48,4.1,Moderate or heavy rain shower
Chhattisgarh,2018-09-21 12:00:00,26,86,998,42,0.2,Patchy rain possible
Chhattisgarh,2018-09-21 15:00:00,28,90,997,43,0.1,Patchy rain possible
Chhattisgarh,2018-09-21 18:00:00,24,91,1002,30,0.9,Moderate rain at times
Chhattisgarh,2018-09-21 21:00:00,24,91,1004,36,0.4,Patchy rain possible
Chhattisgarh,2018-09-22 00:00:00,23,91,1005,33,0.0,Cloudy
Chhattisgarh,2018-09-22 03:00:00,23,92,1006,29,0.0,Cloudy
Chhattisgarh,2018-09-22 06:00:00,24,87,1009,29,1.2,Heavy rain at times
Chhattisgarh,2018-09-22 09:00:00,27,78,1009,28,0.0,Cloudy
Chhattisgarh,2018-09-22 12:00:00,28,79,1008,37,0.1,Patchy rain possible
Chhattisgarh,2018-09-22 15:00:00,28,82,1008,33,0.0,Sunny
Chhattisgarh,2018-09-22 18:00:00,26,86,1009,12,0.0,Partly cloudy
Chhattisgarh,2018-09-22 21:00:00,25,90,1012,15,0.0,Partly cloudy
Chhattisgarh,2018-09-23 00:00:00,24,91,1011,13,0.0,Clear
Chhattisgarh,2018-09-23 03:00:00,23,92,1012,14,0.0,Partly cloudy
Chhattisgarh,2018-09-23 06:00:00,25,78,1013,9,0.0,Sunny
Chhattisgarh,2018-09-23 09:00:00,30,62,1012,14,0.0,Sunny
Chhattisgarh,2018-09-23 12:00:00,32,57,1010,19,0.1,Patchy rain possible
Chhattisgarh,2018-09-23 15:00:00,30,68,1010,16,0.0,Cloudy
Chhattisgarh,2018-09-23 18:00:00,28,73,1012,7,0.0,Clear
Chhattisgarh,2018-09-23 21:00:00,26,82,1013,8,0.0,Partly cloudy
Chhattisgarh,2018-09-24 00:00:00,25,87,1011,9,0.0,Partly cloudy
Chhattisgarh,2018-09-24 03:00:00,24,90,1012,6,0.0,Partly cloudy
Chhattisgarh,2018-09-24 06:00:00,26,77,1012,6,0.0,Partly cloudy
Chhattisgarh,2018-09-24 09:00:00,31,63,1011,15,0.1,Patchy rain possible
Chhattisgarh,2018-09-24 12:00:00,32,57,1009,15,0.2,Patchy rain possible
Chhattisgarh,2018-09-24 15:00:00,31,67,1009,13,0.0,Sunny
Chhattisgarh,2018-09-24 18:00:00,28,71,1010,11,0.0,Clear
Chhattisgarh,2018-09-24 21:00:00,27,79,1011,11,0.0,Clear
Chhattisgarh,2018-09-25 00:00:00,26,85,1010,9,0.0,Clear
Chhattisgarh,2018-09-25 03:00:00,25,88,1011,15,0.0,Clear
